id,glon,glat
1264,274.81,-43.21
1265,205.17,-42.77
1266,273.44,-43.64
1267,215.03,-45.53
1268,167.43,-17.96
1269,166.46,-16.9
1270,145.48,6.01
1271,299.2,-30.56
1272,200.7,-40.65
1273,153.65,-3.04
1274,215.32,-45.33
1275,225.31,-47.18
1276,148.92,2.27
1277,160.43,-10.42
1278,160.27,-10.15
1279,177.38,-26.33
1280,175.63,-24.83
1281,137.15,15.1
1282,139.73,12.48
1283,174.,-23.09
1284,179.11,-27.24
1285,247.93,-47.57
1286,163.77,-13.03
1287,168.96,-18.08
1288,210.32,-43.12
1289,128.4,23.4
1290,199.19,-38.76
1291,252.21,-47.02
1292,186.58,-31.73
1293,201.4,-39.58
1294,276.89,-41.65
1295,176.47,-24.06
1296,147.69,4.73
1297,172.42,-20.55
1298,199.32,-38.39
1299,236.63,-47.05
1300,215.72,-43.99
1301,161.1,-9.47
1302,246.5,-47.02
1303,153.94,-1.82
1304,128.84,23.15
1305,144.78,8.04
1306,159.45,-7.54
1307,182.69,-28.42
1308,183.86,-29.25
1309,184.93,-29.96
1310,180.51,-26.76
1311,183.6,-28.94
1312,193.54,-35.07
1313,147.62,5.21
1314,150.54,2.13
1315,183.04,-28.34
1316,249.91,-46.51
1317,130.89,21.5
1318,203.58,-39.45
1319,178.59,-24.7
1320,184.21,-28.85
1321,186.66,-30.5
1322,186.68,-30.5
1323,244.07,-46.58
1324,153.02,-0.09
1325,200.72,-38.
1326,246.88,-46.41
1327,142.72,10.66
1328,158.72,-5.93
1329,174.61,-21.03
1330,153.3,-0.16
1331,173.99,-20.17
1332,199.76,-37.03
1333,152.8,0.57
1334,184.17,-27.93
1335,146.,7.67
1336,274.32,-41.65
1337,159.24,-5.89
1338,259.84,-44.79
1339,174.52,-20.28
1340,273.94,-41.72
1341,174.04,-19.83
1342,149.03,4.7
1343,164.47,-10.95
1344,166.35,-12.81
1345,216.87,-42.62
1346,179.08,-23.82
1347,234.67,-45.47
1348,169.83,-15.94
1349,183.81,-27.3
1350,156.08,-2.4
1351,180.46,-24.8
1352,146.91,6.99
1353,219.84,-43.21
1354,176.61,-21.69
1355,270.2,-42.56
1356,179.67,-24.01
1357,272.3,-42.01
1358,180.76,-24.74
1359,234.86,-45.24
1360,187.61,-29.49
1361,184.81,-27.62
1362,200.02,-36.2
1363,201.5,-36.83
1364,249.61,-45.32
1365,261.59,-44.09
1366,193.75,-32.85
1367,217.01,-42.07
1368,180.78,-24.38
1369,171.51,-16.74
1370,175.26,-19.97
1371,159.24,-5.01
1372,275.09,-41.01
1373,178.01,-22.01
1374,223.73,-43.3
1375,175.32,-19.66
1376,178.73,-22.41
1377,165.38,-10.65
1378,172.76,-17.39
1379,165.53,-10.75
1380,178.29,-21.86
1381,185.11,-26.88
1382,148.74,5.96
1383,197.82,-34.3
1384,222.75,-42.75
1385,177.12,-20.68
1386,237.28,-44.56
1387,174.56,-18.48
1388,174.65,-18.54
1389,178.12,-21.3
1390,167.62,-12.24
1391,179.79,-22.54
1392,174.3,-17.98
1393,235.17,-44.23
1394,180.18,-22.6
1395,275.01,-40.52
1396,180.99,-23.12
1397,186.3,-26.9
1398,236.23,-44.12
1399,174.31,-17.69
1400,192.5,-30.5
1401,137.89,16.48
1402,184.16,-25.11
1403,175.52,-18.46
1404,249.35,-44.24
1405,266.91,-42.27
1406,168.85,-12.53
1407,179.9,-21.75
1408,181.26,-22.77
1409,177.6,-19.92
1410,222.,-41.69
1411,180.26,-21.97
1412,180.35,-22.01
1413,192.88,-30.4
1414,182.78,-23.73
1415,193.42,-30.57
1416,272.18,-40.92
1417,151.91,3.95
1418,253.17,-43.71
1419,167.52,-10.85
1420,185.13,-25.09
1421,216.34,-39.91
1422,180.78,-21.88
1423,208.78,-37.4
1424,162.01,-5.62
1425,185.41,-25.18
1426,293.8,-32.9
1427,180.38,-21.45
1428,180.82,-21.75
1429,246.27,-43.8
1430,182.49,-22.97
1431,209.54,-37.39
1432,180.88,-21.42
1433,252.54,-43.37
1434,160.02,-3.27
1435,273.64,-40.2
1436,190.14,-27.59
1437,195.34,-30.63
1438,209.75,-37.13
1439,237.62,-43.04
1440,144.54,11.3
1441,198.62,-32.1
1442,179.34,-19.76
1443,250.37,-43.22
1444,182.05,-21.67
1445,170.77,-12.53
1446,186.77,-24.93
1447,206.78,-35.5
1448,190.32,-27.08
1449,202.47,-33.55
1450,202.62,-33.52
1451,204.1,-34.18
1452,204.9,-34.51
1453,229.85,-41.59
1454,161.76,-4.03
1455,178.14,-18.19
1456,295.07,-32.05
1457,180.97,-20.25
1458,186.4,-24.13
1459,175.47,-15.85
1460,205.87,-34.63
1461,217.55,-38.65
1462,199.53,-31.57
1463,199.31,-31.38
1464,231.01,-41.31
1465,263.83,-41.42
1466,153.03,4.53
1467,153.32,4.26
1468,135.05,19.65
1469,195.13,-28.94
1470,172.92,-13.2
1471,177.88,-17.22
1472,181.72,-20.12
1473,184.74,-22.24
1474,198.61,-30.66
1475,273.74,-39.47
1476,231.28,-41.06
1477,174.41,-14.15
1478,182.07,-20.07
1479,181.99,-19.97
1480,188.99,-24.76
1481,211.32,-35.89
1482,157.06,1.28
1483,208.96,-34.85
1484,185.31,-22.05
1485,296.31,-31.26
1486,148.73,8.83
1487,211.52,-35.66
1488,197.52,-29.46
1489,164.66,-5.27
1490,172.02,-11.64
1491,135.73,19.4
1492,272.67,-39.34
1493,156.02,2.62
1494,160.95,-1.78
1495,223.58,-38.91
1496,217.79,-37.36
1497,176.64,-15.07
1498,259.24,-41.23
1499,175.88,-14.19
1500,163.06,-3.28
1501,169.06,-8.49
1502,246.15,-41.49
1503,239.92,-40.91
1504,268.6,-39.73
1505,205.96,-32.37
1506,205.96,-32.37
1507,186.9,-21.8
1508,205.72,-32.12
1509,231.68,-39.74
1510,140.05,16.55
1511,151.27,7.54
1512,176.62,-14.03
1513,216.98,-36.2
1514,163.73,-3.23
1515,152.18,6.81
1516,257.58,-40.79
1517,180.71,-16.93
1518,245.12,-40.87
1519,186.65,-21.16
1520,200.53,-29.34
1521,220.15,-36.87
1522,200.36,-28.99
1523,131.38,22.78
1524,235.96,-39.75
1525,228.51,-38.47
1526,242.91,-40.35
1527,146.25,12.16
1528,170.03,-7.78
1529,170.91,-8.52
1530,269.44,-39.05
1531,290.58,-33.35
1532,215.37,-34.81
1533,166.3,-4.57
1534,194.39,-25.12
1535,157.78,2.79
1536,203.39,-29.83
1537,183.6,-17.97
1538,214.78,-34.37
1539,231.01,-38.6
1540,273.75,-38.12
1541,282.97,-35.83
1542,144.07,14.04
1543,191.45,-23.07
1544,189.82,-21.83
1545,212.07,-33.12
1546,154.8,5.63
1547,181.38,-15.91
1548,248.99,-40.07
1549,214.84,-33.96
1550,162.71,-0.9
1551,167.26,-4.65
1552,192.89,-23.52
1553,189.03,-21.
1554,174.2,-10.13
1555,153.07,7.36
1556,185.43,-18.39
1557,245.54,-39.66
1558,161.81,0.32
1559,237.34,-38.74
1560,203.75,-28.78
1561,155.05,6.
1562,196.08,-24.71
1563,261.28,-39.22
1564,261.27,-39.22
1565,197.04,-25.08
1566,181.36,-14.84
1567,196.27,-24.56
1568,154.47,6.68
1569,188.21,-19.56
1570,189.34,-20.25
1571,191.44,-21.59
1572,137.71,19.17
1573,168.14,-4.4
1574,198.22,-25.45
1575,177.35,-11.54
1576,185.24,-17.28
1577,170.59,-6.16
1578,193.77,-22.63
1579,215.95,-33.06
1580,186.63,-18.05
1581,215.61,-32.9
1582,203.93,-27.88
1583,226.3,-35.91
1584,243.46,-38.65
1585,183.67,-15.75
1586,178.09,-11.64
1587,138.24,19.
1588,155.17,6.61
1589,137.98,19.19
1590,177.24,-10.92
1591,200.03,-25.7
1592,167.15,-2.88
1593,148.91,11.58
1594,144.19,15.03
1595,213.5,-31.51
1596,201.26,-26.07
1597,267.62,-37.96
1598,277.61,-36.31
1599,166.09,-1.79
1600,186.12,-16.94
1601,197.56,-24.02
1602,165.9,-1.61
1603,149.57,11.38
1604,215.97,-32.06
1605,162.79,1.18
1606,284.32,-34.57
1607,214.32,-31.33
1608,209.55,-29.41
1609,196.07,-22.61
1610,196.07,-22.6
1611,211.94,-30.34
1612,165.02,-0.43
1613,201.45,-25.45
1614,205.07,-27.18
1615,164.82,-0.08
1616,127.17,25.68
1617,206.59,-27.69
1618,198.95,-23.81
1619,198.14,-23.33
1620,180.77,-12.06
1621,220.27,-32.85
1622,150.99,10.8
1623,150.95,10.83
1624,149.19,12.11
1625,203.82,-26.03
1626,173.66,-6.57
1627,172.25,-5.41
1628,227.45,-34.62
1629,287.12,-33.55
1630,154.75,8.14
1631,243.74,-37.38
1632,175.98,-8.17
1633,181.21,-12.01
1634,223.49,-33.46
1635,234.,-35.92
1636,142.12,17.12
1637,157.06,6.51
1638,186.18,-15.35
1639,169.53,-3.
1640,214.33,-30.21
1641,165.35,0.27
1642,182.6,-12.64
1643,138.39,19.58
1644,163.84,1.49
1645,225.4,-33.7
1646,202.96,-25.
1647,146.23,14.54
1648,199.01,-22.82
1649,255.64,-37.63
1650,136.14,20.98
1651,246.33,-37.15
1652,238.6,-36.23
1653,238.87,-36.26
1654,223.25,-32.73
1655,227.54,-33.91
1656,183.83,-12.94
1657,204.78,-25.35
1658,182.4,-11.85
1659,179.25,-9.56
1660,181.34,-11.09
1661,213.32,-29.1
1662,191.77,-18.
1663,256.17,-37.28
1664,192.67,-18.48
1665,212.75,-28.66
1666,205.34,-25.31
1667,262.23,-37.07
1668,161.2,4.29
1669,168.95,-1.49
1670,176.38,-7.06
1671,208.95,-26.83
1672,191.69,-17.46
1673,204.83,-24.83
1674,266.04,-36.72
1675,149.07,13.14
1676,186.74,-14.21
1677,282.77,-34.21
1678,148.38,13.65
1679,209.14,-26.69
1680,239.05,-35.5
1681,201.28,-22.67
1682,290.71,-32.05
1683,139.23,19.59
1684,186.63,-13.57
1685,203.,-23.29
1686,133.74,22.65
1687,203.27,-23.33
1688,151.3,11.99
1689,168.35,-0.3
1690,200.48,-21.79
1691,200.,-21.51
1692,156.46,8.45
1693,212.55,-27.51
1694,227.69,-32.67
1695,273.25,-35.61
1696,212.67,-27.32
1697,206.91,-24.67
1698,198.52,-20.27
1699,241.22,-35.12
1700,284.67,-33.45
1701,199.37,-20.66
1702,217.25,-28.91
1703,200.71,-21.31
1704,209.07,-25.44
1705,213.88,-27.55
1706,173.3,-3.35
1707,156.37,8.97
1708,162.58,4.57
1709,196.62,-18.79
1710,215.69,-28.05
1711,181.88,-9.32
1712,172.08,-2.26
1713,209.24,-25.25
1714,127.54,25.79
1715,239.43,-34.41
1716,295.23,-30.47
1717,202.76,-21.93
1718,191.3,-15.25
1719,152.71,11.75
1720,148.85,14.29
1721,239.65,-34.3
1722,165.38,2.95
1723,229.22,-31.97
1724,199.81,-19.99
1725,167.33,1.68
1726,173.07,-2.48
1727,259.2,-35.84
1728,172.77,-2.23
1729,167.67,1.54
1730,238.46,-33.84
1731,218.64,-28.4
1732,172.86,-2.13
1733,164.22,4.15
1734,172.72,-1.92
1735,208.28,-23.96
1736,162.18,5.68
1737,214.97,-26.8
1738,166.99,2.28
1739,182.54,-8.7
1740,172.81,-1.83
1741,184.18,-9.8
1742,259.39,-35.57
1743,238.51,-33.49
1744,277.64,-34.26
1745,135.11,22.4
1746,199.54,-19.12
1747,219.88,-28.33
1748,203.32,-21.
1749,166.56,2.93
1750,177.88,-5.08
1751,153.49,11.88
1752,176.57,-4.12
1753,220.34,-28.36
1754,220.33,-28.36
1755,184.68,-9.64
1756,214.83,-26.24
1757,214.,-25.79
1758,229.99,-31.24
1759,207.19,-22.66
1760,167.31,2.65
1761,198.53,-17.95
1762,223.35,-29.07
1763,194.62,-15.61
1764,202.64,-20.09
1765,202.63,-20.03
1766,238.43,-32.88
1767,257.47,-34.98
1768,177.36,-4.09
1769,215.67,-25.96
1770,199.16,-17.86
1771,227.3,-29.95
1772,238.07,-32.61
1773,170.52,0.88
1774,187.68,-10.82
1775,175.62,-2.58
1776,175.69,-2.63
1777,197.64,-16.82
1778,210.5,-23.39
1779,172.68,-0.44
1780,187.2,-10.29
1781,202.68,-19.49
1782,203.35,-19.8
1783,216.02,-25.67
1784,209.98,-22.98
1785,229.54,-30.23
1786,200.48,-18.07
1787,203.46,-19.68
1788,204.87,-20.39
1789,200.96,-18.29
1790,196.93,-15.95
1791,177.99,-3.74
1792,219.25,-26.64
1793,244.4,-33.22
1794,172.38,0.18
1795,173.25,-0.43
1796,174.19,-1.05
1797,241.66,-32.75
1798,188.,-10.32
1799,212.58,-23.84
1800,203.26,-19.28
1801,264.19,-34.51
1802,149.08,15.46
1803,202.31,-18.71
1804,176.76,-2.7
1805,173.28,-0.24
1806,208.02,-21.49
1807,196.66,-15.36
1808,187.07,-9.42
1809,189.39,-10.86
1810,183.75,-7.17
1811,200.09,-17.22
1812,222.23,-27.31
1813,249.84,-33.58
1814,188.93,-10.42
1815,294.02,-30.39
1816,187.79,-9.64
1817,214.37,-24.04
1818,259.56,-34.18
1819,190.93,-11.42
1820,201.88,-17.84
1821,181.25,-5.1
1822,177.92,-2.81
1823,224.15,-27.56
1824,167.79,4.13
1825,169.15,3.23
1826,206.28,-19.83
1827,246.03,-32.73
1828,154.43,12.76
1829,223.56,-27.2
1830,206.46,-19.8
1831,183.7,-6.29
1832,189.72,-10.15
1833,201.67,-17.19
1834,204.31,-18.62
1835,241.75,-31.83
1836,267.52,-33.87
1837,199.53,-15.91
1838,233.75,-29.96
1839,198.02,-14.94
1840,210.38,-21.39
1842,200.48,-16.17
1843,175.77,-0.61
1844,138.26,21.71
1845,187.18,-8.07
1846,167.51,4.9
1847,188.5,-8.88
1848,209.8,-20.85
1849,223.94,-26.61
1850,175.34,-0.15
1851,203.84,-17.73
1852,203.86,-17.74
1853,146.14,17.87
1854,173.74,0.93
1855,210.44,-20.98
1856,253.35,-32.98
1857,148.49,16.68
1858,187.39,-7.84
1859,279.07,-32.78
1860,185.76,-6.78
1861,205.14,-18.2
1862,239.89,-30.88
1863,205.31,-18.17
1864,191.08,-9.99
1865,220.95,-25.14
1866,157.19,11.82
1867,271.57,-33.29
1868,204.84,-17.81
1869,163.,8.3
1870,252.02,-32.61
1871,202.53,-16.49
1872,200.43,-15.27
1873,204.79,-17.64
1874,205.2,-17.84
1875,182.95,-4.52
1876,195.4,-12.29
1877,243.44,-31.2
1878,179.95,-2.48
1879,195.05,-12.
1880,195.05,-12.
1881,239.62,-30.42
1882,273.48,-33.04
1883,194.79,-11.82
1884,169.49,4.41
1885,128.17,25.99
1886,209.57,-19.72
1887,209.56,-19.71
1888,233.78,-28.9
1889,181.47,-3.3
1890,208.18,-18.96
1891,208.11,-18.92
1892,208.5,-19.11
1893,209.01,-19.38
1894,209.01,-19.38
1895,209.01,-19.38
1896,209.01,-19.38
1897,209.05,-19.37
1898,208.07,-18.86
1899,209.52,-19.58
1900,207.04,-18.33
1901,208.55,-19.06
1902,180.72,-2.65
1903,205.21,-17.24
1904,175.19,1.02
1905,189.12,-7.91
1906,209.37,-19.28
1907,195.84,-11.95
1908,194.33,-11.02
1909,237.44,-29.49
1910,185.69,-5.64
1911,209.81,-19.39
1912,262.7,-32.91
1913,196.2,-12.03
1914,177.88,-0.47
1915,232.71,-28.09
1916,147.32,17.88
1917,273.8,-32.72
1918,209.79,-19.15
1919,215.37,-21.75
1920,197.53,-12.59
1921,181.19,-2.47
1922,271.73,-32.77
1923,208.78,-18.54
1924,179.04,-1.03
1925,158.38,11.95
1926,231.89,-27.6
1927,253.76,-32.01
1928,181.9,-2.71
1929,185.38,-4.95
1930,267.43,-32.74
1931,206.82,-17.34
1932,206.82,-17.32
1933,210.53,-19.17
1934,200.73,-14.03
1935,232.81,-27.75
1936,270.16,-32.69
1937,211.16,-19.4
1938,177.37,0.35
1939,176.9,0.67
1940,207.81,-17.61
1941,155.74,13.68
1942,213.62,-20.35
1943,151.34,16.12
1944,221.62,-23.71
1945,179.04,-0.5
1946,190.09,-7.31
1947,246.21,-30.52
1948,206.45,-16.59
1949,206.45,-16.59
1950,207.25,-17.03
1951,184.35,-3.65
1952,205.71,-16.19
1953,287.93,-30.97
1954,184.93,-3.96
1955,204.4,-15.44
1956,238.81,-28.86
1957,214.44,-20.37
1958,237.23,-28.44
1959,207.44,-16.83
1960,276.51,-32.1
1961,184.62,-3.43
1962,220.74,-22.74
1963,203.54,-14.59
1964,284.9,-31.3
1965,221.6,-22.94
1966,238.18,-28.32
1967,211.24,-18.32
1968,226.52,-24.73
1969,156.39,13.88
1970,206.44,-15.9
1971,161.98,10.75
1972,235.12,-27.37
1973,239.62,-28.49
1974,170.11,6.03
1975,222.74,-23.08
1976,150.37,17.24
1977,187.05,-4.28
1978,201.57,-12.81
1979,168.49,7.29
1980,224.43,-23.43
1981,244.95,-29.36
1982,226.76,-24.26
1983,226.79,-24.27
1984,252.25,-30.51
1985,191.39,-6.55
1986,209.24,-16.48
1987,196.9,-9.71
1988,204.32,-13.83
1989,192.6,-7.14
1990,189.82,-5.44
1991,290.68,-30.22
1992,155.93,14.75
1993,193.17,-7.33
1994,145.13,19.98
1995,171.58,5.91
1996,237.29,-27.1
1997,187.23,-3.64
1998,219.4,-20.83
1999,199.75,-10.98
2000,220.81,-21.35
2001,215.3,-18.94
2002,184.13,-1.61
2003,160.87,12.26
2004,214.51,-18.5
2005,233.45,-25.79
2006,154.15,15.88
2007,209.37,-15.84
2008,253.21,-30.16
2009,241.02,-27.75
2010,194.49,-7.57
2011,173.39,5.28
2012,171.84,6.28
2013,181.44,0.51
2014,196.98,-8.85
2015,275.47,-31.37
2016,193.16,-6.55
2017,246.55,-28.79
2018,177.91,2.72
2019,201.83,-11.48
2020,258.37,-30.61
2021,219.35,-20.1
2022,292.53,-29.78
2023,262.18,-30.93
2024,204.02,-12.57
2025,171.58,6.69
2026,227.82,-23.29
2027,153.44,16.59
2028,176.5,3.85
2029,157.33,14.72
2030,188.57,-3.34
2031,212.89,-16.76
2032,251.36,-29.34
2033,193.51,-6.22
2034,182.01,0.77
2035,225.82,-22.22
2036,227.91,-22.93
2037,204.41,-12.22
2038,188.31,-2.94
2039,214.41,-17.25
2040,241.35,-27.06
2041,147.63,19.44
2042,264.31,-30.69
2043,234.68,-25.02
2044,260.39,-30.3
2045,161.,13.13
2046,178.66,3.15
2047,188.46,-2.73
2048,196.87,-7.61
2049,259.64,-30.17
2050,195.88,-6.96
2051,203.4,-11.17
2052,188.98,-2.88
2053,243.46,-27.23
2054,163.58,11.96
2055,244.45,-27.4
2056,239.36,-26.09
2057,205.49,-12.14
2058,210.05,-14.5
2059,297.35,-28.83
2060,224.85,-21.18
2061,199.79,-8.96
2062,283.55,-30.52
2063,188.72,-2.49
2064,276.8,-30.8
2065,217.29,-17.85
2066,181.22,2.06
2067,194.16,-5.57
2068,234.53,-24.46
2069,249.32,-28.29
2070,210.67,-14.54
2071,210.84,-14.6
2072,265.48,-30.41
2073,273.46,-30.72
2074,185.32,-0.22
2075,198.09,-7.65
2076,196.37,-6.59
2077,158.95,14.69
2078,138.34,23.4
2079,158.,15.18
2080,158.73,14.84
2081,162.95,12.7
2082,246.12,-27.36
2083,257.72,-29.44
2084,183.97,0.84
2085,219.76,-18.47
2086,228.25,-21.88
2087,243.07,-26.53
2088,167.46,10.41
2089,256.89,-29.25
2090,228.66,-21.94
2091,166.6,10.94
2092,237.03,-24.73
2093,205.64,-11.31
2094,260.32,-29.63
2095,174.34,6.73
2096,167.84,10.37
2097,207.67,-12.29
2098,237.68,-24.82
2099,195.49,-5.52
2100,205.14,-10.92
2101,164.91,12.01
2102,272.38,-30.42
2103,206.35,-11.43
2104,273.98,-30.42
2105,164.01,12.6
2106,241.23,-25.64
2107,215.5,-15.87
2108,215.67,-15.93
2109,208.25,-12.18
2110,179.9,3.97
2111,182.9,2.23
2112,163.22,13.19
2113,209.79,-12.83
2114,261.27,-29.37
2115,169.15,10.21
2116,187.47,-0.2
2117,250.77,-27.59
2118,218.96,-17.08
2119,169.6,10.05
2120,249.46,-27.23
2121,154.47,17.55
2122,178.68,5.07
2123,161.8,14.17
2124,198.68,-6.31
2125,291.13,-29.44
2126,150.61,19.31
2127,205.74,-10.13
2128,216.95,-15.77
2129,231.28,-21.74
2130,190.03,-1.18
2131,240.02,-24.51
2132,169.69,10.37
2133,197.02,-5.1
2134,186.99,0.72
2135,189.69,-0.86
2136,220.72,-17.25
2137,174.18,8.02
2138,258.86,-28.53
2139,178.1,6.02
2140,232.33,-21.62
2141,176.57,6.99
2142,213.6,-13.54
2143,173.87,8.53
2144,202.73,-7.78
2145,203.85,-8.38
2146,181.78,4.2
2147,170.92,10.24
2148,222.87,-17.53
2149,238.43,-23.36
2150,217.01,-14.81
2151,268.97,-29.34
2152,155.18,17.94
2153,171.72,10.03
2154,211.57,-11.87
2155,221.51,-16.64
2156,230.46,-20.34
2157,252.13,-26.78
2158,252.18,-26.76
2159,194.81,-2.72
2160,241.98,-24.16
2161,218.04,-14.9
2162,255.9,-27.43
2163,229.46,-19.78
2164,236.08,-22.22
2165,148.62,20.75
2166,228.22,-19.19
2167,200.31,-5.4
2168,225.72,-18.01
2169,188.54,1.28
2170,240.83,-23.48
2171,249.26,-25.76
2172,161.29,15.63
2173,187.75,1.77
2174,205.81,-8.28
2175,164.97,13.95
2176,164.97,13.95
2177,243.94,-24.26
2178,252.3,-26.36
2179,213.29,-11.9
2180,229.01,-19.
2181,249.16,-25.51
2182,224.88,-17.24
2183,221.53,-15.74
2184,192.26,-0.37
2185,186.8,2.76
2186,229.43,-18.95
2187,251.57,-25.92
2188,162.82,15.3
2189,179.58,6.84
2190,189.08,1.6
2191,196.25,-2.44
2192,233.3,-20.4
2193,190.92,0.63
2194,275.8,-29.19
2195,214.41,-12.05
2196,271.36,-28.89
2197,188.22,2.19
2198,194.13,-1.12
2199,195.81,-2.06
2200,233.82,-20.4
2201,154.43,19.01
2202,212.58,-10.95
2203,247.37,-24.63
2204,257.28,-26.9
2205,214.32,-11.77
2206,233.21,-20.02
2207,192.07,0.42
2208,199.1,-3.5
2209,145.16,22.46
2210,210.74,-9.75
2211,252.67,-25.77
2212,263.3,-27.68
2213,224.88,-16.35
2214,192.85,0.24
2215,153.03,19.81
2216,188.85,2.52
2217,176.81,9.05
2218,211.99,-10.05
2219,182.72,5.92
2220,191.8,0.92
2221,279.01,-29.
2222,196.49,-1.55
2223,194.51,-0.4
2224,212.83,-10.27
2225,230.86,-18.52
2226,236.31,-20.57
2227,214.4,-10.98
2228,167.55,13.89
2229,197.71,-2.04
2230,187.72,3.5
2231,203.42,-5.13
2232,205.02,-5.94
2233,209.27,-8.21
2234,213.24,-10.23
2235,193.71,0.3
2236,207.81,-7.36
2237,217.,-12.07
2238,155.59,19.12
2239,167.66,13.97
2240,187.99,3.53
2241,198.04,-2.03
2242,227.51,-16.84
2243,225.81,-16.09
2244,221.37,-14.02
2245,275.31,-28.65
2246,207.94,-7.3
2247,200.16,-2.99
2248,202.7,-4.38
2249,224.13,-15.15
2250,196.59,-0.94
2251,204.47,-5.23
2252,236.9,-20.22
2253,196.37,-0.67
2254,230.04,-17.38
2255,218.79,-12.33
2256,242.35,-21.89
2257,155.35,19.54
2258,193.88,0.92
2259,201.14,-3.07
2260,224.48,-14.89
2261,285.75,-28.8
2262,246.6,-23.14
2263,245.05,-22.61
2264,161.14,17.33
2265,244.56,-22.43
2266,227.52,-16.05
2267,217.7,-11.47
2268,222.91,-13.9
2269,196.36,-0.12
2270,216.99,-11.05
2271,228.51,-16.27
2272,183.28,7.06
2273,216.36,-10.59
2274,268.17,-27.47
2275,211.97,-8.34
2276,199.,-1.32
2277,193.76,1.63
2278,261.05,-26.2
2279,241.81,-21.04
2280,207.47,-5.63
2281,258.49,-25.58
2282,237.52,-19.43
2283,282.28,-28.49
2284,220.17,-11.94
2285,144.14,23.58
2286,189.72,4.17
2287,198.48,-0.56
2288,241.63,-20.78
2289,165.35,16.17
2290,256.8,-25.01
2291,158.63,19.
2292,206.36,-4.52
2293,156.53,19.78
2294,226.06,-14.27
2295,213.93,-8.37
2296,241.03,-20.24
2297,183.5,7.85
2298,205.68,-4.03
2299,205.67,-4.03
2300,201.9,-1.97
2301,218.67,-10.63
2302,195.66,1.56
2303,223.47,-12.83
2304,189.28,5.07
2305,220.25,-11.22
2306,227.89,-14.78
2307,239.47,-19.45
2308,196.91,1.06
2309,221.58,-11.8
2310,203.63,-2.55
2311,233.44,-17.04
2312,208.6,-5.12
2313,210.78,-6.25
2314,167.36,15.89
2315,207.97,-4.66
2316,244.46,-20.96
2317,213.48,-7.48
2318,236.62,-18.07
2319,181.17,9.64
2320,265.18,-26.16
2321,217.13,-9.23
2322,260.64,-25.23
2323,248.16,-21.95
2324,211.45,-6.2
2325,214.21,-7.62
2326,261.21,-25.29
2327,209.38,-5.05
2328,216.86,-8.89
2329,242.91,-20.13
2330,192.06,4.26
2331,156.97,20.19
2332,183.15,8.92
2333,207.59,-4.02
2334,209.9,-5.25
2335,210.41,-5.5
2336,267.59,-26.42
2337,273.28,-27.23
2338,168.2,15.95
2339,186.37,7.41
2340,195.9,2.41
2341,261.36,-25.19
2342,201.14,-0.38
2343,192.42,4.35
2344,214.52,-7.39
2345,269.52,-26.63
2346,134.52,26.15
2347,208.58,-4.27
2348,256.45,-23.97
2349,234.,-16.46
2350,131.75,26.61
2351,200.58,0.1
2352,280.35,-27.82
2353,245.88,-20.76
2354,273.01,-27.04
2355,208.04,-3.72
2356,216.66,-8.21
2357,216.66,-8.21
2358,216.66,-8.21
2359,226.2,-12.78
2360,273.47,-27.04
2361,240.64,-18.76
2362,202.47,-0.58
2363,136.29,25.92
2364,240.47,-18.59
2365,140.95,25.02
2366,195.57,3.31
2367,219.58,-9.26
2368,249.22,-21.47
2369,267.08,-25.9
2370,200.62,0.68
2371,196.55,2.93
2372,181.72,10.52
2373,222.42,-10.51
2374,200.2,1.04
2375,200.44,0.95
2376,159.97,19.75
2377,280.04,-27.55
2378,200.39,1.14
2379,221.81,-10.01
2380,236.17,-16.46
2381,218.02,-8.05
2382,206.43,-2.02
2383,181.32,11.
2384,258.81,-23.84
2385,204.3,-0.75
2386,216.01,-6.9
2387,232.11,-14.53
2388,243.53,-19.1
2389,265.89,-25.36
2390,249.2,-21.01
2391,198.32,2.55
2392,220.85,-9.17
2393,245.23,-19.61
2394,153.87,22.04
2395,211.99,-4.52
2396,143.09,24.82
2397,240.46,-17.68
2398,186.04,9.13
2399,246.04,-19.72
2400,260.56,-24.
2401,134.59,26.41
2402,158.61,20.64
2403,229.92,-13.18
2404,204.3,-0.23
2405,176.52,13.78
2406,202.21,1.
2407,247.03,-19.88
2408,275.48,-26.71
2409,210.29,-3.19
2410,271.43,-26.05
2411,244.69,-18.94
2412,268.03,-25.4
2413,207.17,-1.37
2414,231.99,-13.68
2415,241.29,-17.54
2416,261.18,-23.8
2417,189.38,8.07
2418,215.89,-5.67
2419,175.79,14.54
2420,175.32,14.77
2421,196.77,4.45
2422,205.87,-0.31
2423,228.11,-11.61
2424,245.35,-18.84
2425,185.47,10.17
2426,201.71,1.9
2427,172.89,15.86
2428,223.24,-9.23
2429,228.69,-11.8
2430,208.95,-1.82
2431,244.7,-18.5
2432,206.98,-0.75
2433,231.82,-13.19
2434,171.46,16.55
2435,261.93,-23.73
2436,191.86,7.27
2437,223.03,-8.89
2438,186.24,10.1
2439,189.58,8.5
2440,213.71,-4.07
2441,207.31,-0.65
2442,210.03,-2.11
2443,227.87,-11.11
2444,246.82,-19.
2445,250.22,-20.17
2446,245.69,-18.57
2447,241.18,-16.78
2448,226.69,-10.37
2449,200.05,3.35
2450,224.26,-9.04
2451,251.94,-20.54
2452,179.3,13.69
