id,glon,glat
2453,186.47,10.42
2454,206.02,0.49
2455,233.11,-13.02
2456,202.94,2.2
2457,197.17,5.23
2458,201.98,2.77
2459,171.18,17.26
2460,239.54,-15.69
2461,211.31,-2.08
2462,257.12,-21.91
2463,162.53,20.41
2464,178.29,14.47
2465,247.04,-18.47
2466,196.16,6.02
2467,206.21,0.8
2468,271.21,-25.19
2469,220.05,-6.26
2470,156.31,22.48
2471,179.35,14.24
2473,189.54,9.63
2474,209.28,-0.47
2475,249.3,-18.99
2476,256.68,-21.4
2477,158.69,21.93
2478,200.3,4.37
2479,208.54,0.06
2480,186.08,11.43
2481,232.26,-11.84
2482,247.45,-18.13
2483,172.36,17.52
2484,200.74,4.5
2485,160.26,21.69
2486,160.26,21.69
2487,167.26,19.47
2488,248.31,-18.2
2489,200.99,4.54
2490,147.8,24.88
2491,227.22,-8.88
2492,240.53,-14.98
2493,237.03,-13.42
2494,204.73,2.82
2495,233.46,-11.72
2497,240.11,-14.68
2498,225.57,-7.87
2499,196.2,7.32
2500,241.29,-15.08
2501,240.5,-14.73
2502,221.42,-5.64
2503,205.31,2.75
2504,225.33,-7.52
2505,282.5,-26.48
2506,210.38,0.3
2507,248.84,-17.84
2508,220.53,-4.93
2509,231.36,-10.34
2510,247.13,-17.18
2511,146.42,25.38
2512,183.13,13.89
2513,261.57,-22.
2514,213.75,-1.29
2515,261.81,-21.99
2516,174.39,17.57
2517,211.77,-0.07
2518,247.37,-17.02
2519,198.26,6.96
2520,156.54,23.32
2521,214.71,-1.52
2522,226.21,-7.38
2523,260.67,-21.52
2524,264.22,-22.5
2525,200.84,5.85
2526,265.13,-22.65
2527,137.55,26.86
2528,234.45,-11.07
2529,193.38,9.76
2530,213.34,-0.38
2531,284.02,-26.43
2532,171.53,19.04
2533,191.74,10.64
2534,220.02,-3.82
2535,228.12,-7.93
2536,281.07,-25.98
2537,237.51,-12.36
2538,242.36,-14.49
2539,177.4,16.91
2540,182.1,15.02
2541,177.83,16.79
2542,180.38,15.77
2543,210.25,1.44
2544,236.11,-11.61
2545,241.64,-14.07
2546,254.96,-19.21
2547,177.82,16.95
2548,256.12,-19.6
2549,244.21,-15.02
2550,271.92,-24.1
2551,205.62,4.12
2552,217.77,-2.21
2553,260.16,-20.86
2554,263.24,-21.76
2555,203.33,5.42
2556,170.67,19.72
2557,172.59,19.08
2558,246.06,-15.58
2559,292.6,-27.21
2560,157.77,23.6
2561,158.68,23.38
2562,270.18,-23.49
2563,257.9,-19.89
2564,201.51,6.67
2565,230.2,-8.15
2566,230.11,-8.1
2567,237.43,-11.61
2568,170.3,20.07
2569,190.42,12.06
2570,218.45,-2.07
2571,231.3,-8.62
2572,214.27,0.15
2573,169.89,20.28
2574,223.98,-4.85
2575,252.22,-17.73
2576,238.95,-12.16
2577,214.87,-0.08
2578,235.29,-10.4
2579,253.67,-18.23
2580,234.98,-10.21
2581,144.42,26.31
2582,215.83,-0.49
2583,234.76,-10.08
2584,205.98,4.7
2585,171.55,19.87
2586,182.72,15.72
2587,263.86,-21.48
2588,231.62,-8.39
2589,204.61,5.62
2590,231.44,-8.15
2591,252.21,-17.38
2592,269.31,-22.93
2593,225.99,-5.34
2594,260.38,-20.24
2595,234.01,-9.33
2596,228.7,-6.68
2597,202.96,6.71
2598,242.21,-13.03
2599,220.85,-2.49
2600,178.64,17.72
2601,190.09,13.07
2602,281.74,-25.53
2603,233.48,-8.71
2604,245.63,-14.29
2605,190.31,13.14
2606,206.95,5.06
2607,235.73,-9.7
2608,258.6,-19.29
2609,126.22,27.72
2610,210.58,3.31
2611,238.42,-10.91
2612,245.83,-14.26
2613,207.3,5.08
2614,238.12,-10.67
2615,199.48,9.16
2616,236.55,-9.82
2617,144.56,26.67
2618,239.83,-11.33
2619,244.61,-13.49
2620,184.3,16.06
2621,241.72,-12.16
2622,218.72,-0.48
2623,233.19,-7.94
2624,221.43,-1.85
2625,231.93,-7.21
2626,255.83,-17.88
2627,222.17,-2.15
2628,233.72,-8.03
2629,209.8,4.47
2630,192.18,13.06
2631,198.17,10.35
2632,200.37,9.28
2633,209.17,4.86
2634,265.81,-21.16
2635,199.18,9.91
2636,215.32,1.71
2637,239.58,-10.71
2638,266.49,-21.37
2639,219.22,-0.28
2640,236.62,-9.23
2641,244.21,-12.77
2642,156.56,25.
2643,187.43,15.32
2644,164.07,23.36
2645,169.25,21.93
2646,239.17,-10.27
2647,206.1,6.77
2648,218.01,0.61
2649,204.5,7.65
2650,195.75,11.9
2651,203.04,8.42
2652,261.54,-19.48
2653,235.55,-8.23
2654,213.08,3.55
2655,219.11,0.38
2656,223.36,-1.85
2657,228.25,-4.41
2658,253.77,-16.43
2659,193.94,13.01
2660,182.69,17.78
2661,269.21,-21.79
2662,278.61,-24.22
2663,206.32,7.31
2664,234.11,-7.07
2665,183.24,17.84
2666,252.87,-15.72
2667,254.09,-16.22
2668,254.09,-16.22
2669,188.89,15.66
2670,224.05,-1.69
2671,194.08,13.47
2672,259.91,-18.41
2673,183.48,17.94
2674,269.54,-21.6
2675,179.94,19.28
2676,210.33,5.72
2677,245.85,-12.42
2678,224.71,-1.79
2679,225.68,-2.32
2680,242.08,-10.59
2681,143.41,27.42
2682,208.11,7.03
2683,267.11,-20.73
2684,200.47,10.86
2685,249.27,-13.81
2686,236.97,-7.94
2687,260.76,-18.47
2688,238.52,-8.66
2689,291.11,-26.4
2690,236.01,-7.34
2691,251.72,-14.63
2692,195.71,13.46
2693,238.42,-8.27
2694,224.17,-0.78
2695,236.34,-7.13
2696,178.27,20.46
2697,187.22,17.2
2698,262.46,-18.75
2699,229.42,-3.44
2700,190.51,15.96
2701,218.85,2.23
2702,250.69,-13.83
2703,165.8,24.18
2704,237.5,-7.48
2705,231.68,-4.43
2706,193.21,15.11
2707,215.48,4.3
2708,239.61,-8.37
2709,132.74,28.08
2710,210.2,7.11
2711,190.28,16.4
2712,279.73,-23.86
2713,210.39,7.09
2714,215.7,4.32
2715,156.99,26.2
2716,233.8,-5.11
2717,200.78,12.04
2718,238.4,-7.3
2719,259.7,-17.13
2720,242.8,-9.49
2721,170.34,23.52
2722,192.84,15.76
2723,225.4,-0.37
2724,239.8,-7.95
2725,192.7,15.88
2726,248.09,-11.89
2727,251.76,-13.57
2728,204.63,10.56
2729,212.76,6.51
2730,235.58,-5.58
2731,219.01,3.27
2732,224.38,0.48
2733,235.84,-5.6
2734,239.81,-7.65
2735,281.55,-24.05
2736,281.56,-24.04
2737,165.21,24.97
2738,189.91,17.3
2739,224.73,0.35
2740,257.72,-16.02
2741,243.2,-9.28
2742,131.42,28.18
2743,242.54,-8.92
2744,215.81,5.24
2745,238.97,-7.07
2746,256.26,-15.3
2747,208.53,8.99
2748,255.77,-15.04
2749,239.41,-7.15
2750,239.65,-7.26
2751,168.11,24.51
2752,225.11,0.5
2753,177.08,22.11
2754,274.,-21.77
2755,236.79,-5.58
2756,242.99,-8.8
2757,187.09,18.85
2758,229.59,-1.71
2759,252.84,-13.49
2760,209.88,8.78
2761,257.96,-15.71
2762,259.31,-16.29
2763,200.92,13.23
2764,236.5,-5.21
2765,221.86,2.72
2766,240.58,-7.3
2767,263.45,-17.78
2768,243.34,-8.59
2769,250.08,-11.91
2770,248.52,-11.12
2771,257.99,-15.45
2772,156.84,27.03
2773,249.01,-11.28
2774,239.73,-6.57
2775,175.42,23.16
2776,172.73,23.9
2777,195.98,15.89
2778,213.67,7.46
2779,209.74,9.54
2780,202.43,13.08
2781,237.82,-5.37
2782,238.18,-5.54
2783,161.96,26.36
2784,161.96,26.37
2785,233.17,-2.85
2786,239.65,-6.26
2787,248.78,-10.91
2788,230.67,-1.41
2789,255.49,-14.03
2790,248.82,-10.86
2791,251.08,-11.94
2792,179.29,22.31
2793,181.57,21.58
2794,246.12,-9.42
2795,197.63,15.66
2796,229.04,-0.13
2797,133.11,28.47
2798,224.24,2.51
2799,236.54,-4.13
2800,240.2,-6.03
2801,216.28,6.89
2802,239.26,-5.5
2803,279.09,-22.69
2804,165.74,26.03
2805,177.67,23.15
2806,224.41,2.63
2807,219.13,5.49
2808,193.34,17.78
2809,149.69,28.26
2810,195.38,16.97
2811,221.81,4.12
2812,233.29,-2.06
2813,263.57,-17.
2814,263.57,-17.
2815,263.37,-16.87
2816,190.91,18.97
2817,202.53,14.19
2818,168.71,25.75
2819,244.86,-7.9
2820,206.17,12.67
2821,190.85,19.27
2822,241.24,-5.92
2823,245.16,-7.93
2824,243.41,-6.94
2825,231.09,-0.21
2826,236.96,-3.46
2827,242.62,-6.49
2828,208.45,11.78
2829,248.48,-9.49
2830,147.28,28.69
2831,233.58,-1.51
2832,228.99,1.05
2833,222.02,4.97
2834,244.92,-7.52
2835,197.05,17.15
2836,207.31,12.54
2837,198.29,16.66
2838,220.95,5.59
2839,236.26,-2.81
2840,206.97,12.76
2841,239.12,-4.32
2842,249.87,-10.
2843,249.87,-10.
2844,169.91,25.87
2845,209.52,11.68
2846,197.23,17.3
2847,244.96,-7.3
2848,299.59,-27.15
2849,168.33,26.35
2850,237.93,-3.36
2851,210.85,11.28
2852,187.14,21.34
2853,232.83,-0.49
2854,209.05,12.18
2855,237.41,-3.
2856,247.2,-8.22
2857,190.83,20.13
2858,203.36,14.97
2859,227.36,2.67
2860,237.29,-2.74
2861,191.07,20.15
2862,262.72,-15.63
2863,242.88,-5.67
2864,206.38,13.88
2865,218.99,7.54
2866,224.02,4.91
2867,226.46,3.58
2868,230.57,1.36
2869,250.66,-9.59
2870,245.36,-6.76
2871,245.36,-6.76
2872,179.99,24.08
2873,245.04,-6.54
2874,237.67,-2.39
2875,251.64,-9.93
2876,222.12,6.32
2877,201.8,16.44
2878,255.74,-11.91
2879,196.3,18.95
2880,215.88,9.92
2881,244.76,-6.
2882,250.46,-8.97
2883,225.5,4.87
2884,264.5,-15.79
2885,249.46,-8.29
2886,203.19,16.32
2887,214.76,10.79
2888,275.98,-20.45
2889,249.25,-8.12
2890,187.44,22.48
2891,187.44,22.48
2892,266.2,-16.43
2893,208.18,14.21
2894,161.77,28.38
2895,249.38,-8.04
2896,188.43,22.29
2897,230.45,2.52
2898,175.8,25.89
2899,234.89,0.06
2900,239.51,-2.54
2901,214.81,11.06
2902,230.67,2.52
2903,172.41,26.71
2904,215.46,10.88
2905,192.6,21.06
2906,237.5,-1.19
2907,253.13,-9.78
2908,255.87,-11.16
2909,238.56,-1.71
2910,238.56,-1.71
2911,249.85,-7.95
2912,240.89,-2.95
2913,247.33,-6.53
2914,169.61,27.45
2915,179.1,25.39
2916,241.69,-3.37
2917,253.06,-9.59
2918,212.81,12.7
2919,291.02,-25.01
2920,225.5,6.04
2921,230.91,3.02
2922,242.96,-3.87
2923,237.61,-0.7
2924,184.45,24.24
2925,263.71,-14.64
2926,195.34,20.64
2927,221.89,8.26
2928,235.53,0.61
2929,160.34,29.09
2930,184.97,24.23
2931,195.56,20.79
2932,231.05,3.38
2933,239.15,-1.26
2934,264.77,-14.96
2935,181.06,25.49
2936,187.71,23.58
2937,248.98,-6.67
2938,202.01,18.35
2939,170.43,27.88
2940,261.4,-13.19
2941,267.95,-16.32
2942,249.29,-6.75
2943,213.69,13.03
2944,240.65,-1.84
2945,251.71,-8.05
2946,158.51,29.53
2947,234.92,1.61
2948,241.96,-2.44
2949,241.97,-2.44
2950,213.79,13.2
2951,196.92,20.73
2952,253.54,-8.88
2953,205.89,17.05
2954,250.46,-7.16
2955,252.47,-8.28
2956,242.09,-2.35
2957,261.31,-12.86
2958,225.9,7.04
2959,232.09,3.55
2960,235.9,1.36
2961,252.14,-7.9
2962,185.83,24.76
2963,252.01,-7.77
2964,252.13,-7.82
2965,206.28,17.17
2966,215.43,12.81
2967,205.61,17.51
2968,251.54,-7.46
2969,167.94,28.72
2970,227.19,6.52
2971,265.68,-14.82
2972,243.17,-2.63
2973,191.19,23.27
2974,246.43,-4.43
2975,150.76,30.2
2976,238.36,0.27
2977,153.79,30.15
2978,197.75,21.02
2979,286.11,-23.14
2980,286.11,-23.14
2981,252.51,-7.69
2982,218.73,11.56
2983,194.42,22.39
2984,257.96,-10.57
2985,195.85,21.97
2986,252.57,-7.57
2987,207.12,17.43
2988,242.01,-1.44
2989,216.84,12.81
2990,192.23,23.41
2991,199.99,20.62
2992,241.37,-0.85
2993,243.88,-2.32
2994,250.51,-6.15
2995,252.98,-7.54
2996,244.38,-2.54
2997,133.68,29.44
2998,258.57,-10.57
2999,182.32,26.5
3000,289.62,-24.11
3001,252.45,-7.11
3002,254.86,-8.44
3003,201.86,20.14
3004,240.75,-0.26
3005,262.95,-12.79
3006,270.91,-16.72
3007,250.62,-5.99
3008,209.33,17.
3009,232.19,4.91
3010,232.2,4.91
3011,252.31,-6.84
3012,270.57,-16.46
3013,186.76,25.53
3014,225.31,8.9
3015,232.14,5.07
3016,252.31,-6.73
3017,252.39,-6.74
3018,249.13,-4.81
3019,230.59,6.17
3020,257.51,-9.53
3021,197.48,22.4
3022,252.45,-6.56
3023,239.19,1.34
3024,284.57,-22.16
3025,254.36,-7.54
3026,233.59,4.71
3027,233.62,4.72
3028,163.89,30.25
3029,230.32,6.66
3030,207.14,18.71
3031,269.32,-15.48
3032,253.77,-7.09
3033,215.64,14.77
3034,242.25,-0.21
3035,253.08,-6.63
3036,278.18,-19.49
3037,260.25,-10.56
3038,281.85,-20.97
3039,162.66,30.56
3040,187.19,26.19
3041,255.03,-7.57
3042,231.52,6.41
3043,241.47,0.49
3044,234.91,4.51
3045,241.46,0.57
3046,260.73,-10.66
3047,227.95,8.62
3048,237.49,3.02
3049,250.42,-4.69
3050,216.83,14.69
3051,236.95,3.44
3052,248.76,-3.64
3053,201.62,21.72
3054,229.75,7.82
3055,260.18,-10.19
3056,269.26,-15.03
3057,258.76,-9.36
3058,260.61,-10.42
3059,218.32,14.2
3060,241.37,1.08
3061,216.98,14.99
3062,269.26,-14.91
3063,231.32,7.14
3064,232.27,6.62
3065,171.7,29.95
3066,171.5,30.02
3067,194.19,24.7
3068,238.56,2.93
3069,258.72,-9.09
3070,272.87,-16.62
3071,263.97,-12.
3072,224.94,11.03
3073,233.16,6.26
3074,257.47,-8.26
3075,140.86,30.73
3076,272.69,-16.44
3077,161.19,31.18
3078,257.32,-8.1
3079,250.27,-3.88
3080,255.35,-6.86
3081,278.52,-19.08
3082,134.47,29.96
3083,185.13,27.7
3084,253.9,-5.93
3085,251.78,-4.59
3086,201.42,22.74
3087,212.16,18.24
3088,267.62,-13.54
3089,263.38,-11.19
3090,262.06,-10.42
3091,251.48,-4.14
3092,250.64,-3.53
3093,216.37,16.49
3094,175.71,30.05
3095,205.62,21.45
3096,247.33,-1.4
3097,212.57,18.53
3098,219.58,15.14
3099,246.92,-0.86
3100,266.19,-12.36
3101,258.53,-7.93
3102,240.64,3.07
3103,214.02,18.09
3104,205.06,22.08
3105,270.45,-14.61
3106,158.24,31.91
3107,255.89,-6.26
3108,129.27,29.15
3109,156.73,31.95
3110,218.7,15.88
3111,257.39,-7.02
3112,153.47,31.97
3113,247.1,-0.65
3114,258.34,-7.57
3115,208.4,20.99
3116,258.9,-7.83
3117,266.68,-12.32
3118,262.21,-9.73
3119,160.33,32.05
3120,273.5,-15.94
3121,260.23,-8.49
3122,224.24,13.39
3123,241.28,3.29
3124,196.23,25.82
3125,201.98,23.84
3126,272.25,-15.24
3127,198.13,25.23
3128,204.5,22.88
3129,263.48,-10.28
3130,185.5,28.93
3131,237.16,6.
3132,196.62,25.89
3133,265.43,-11.36
3134,205.43,22.71
3135,223.64,13.99
3136,216.58,17.74
3137,260.02,-8.13
3138,273.38,-15.69
3139,276.13,-17.11
3140,254.96,-5.01
3141,222.35,14.81
3142,264.2,-10.51
3143,264.2,-10.51
3144,212.83,19.67
3145,219.07,16.8
3146,260.35,-8.06
3147,273.93,-15.8
3148,263.41,-9.86
3149,193.9,27.14
3150,226.95,12.67
3151,263.34,-9.77
3152,273.41,-15.43
3153,273.76,-15.61
3154,253.46,-3.6
3155,253.31,-3.39
3156,268.02,-12.37
3157,268.39,-12.48
3158,203.35,24.34
3159,276.55,-16.92
3160,249.52,-0.79
3161,269.24,-12.92
3162,257.01,-5.53
3163,209.11,22.16
3164,194.34,27.5
3165,255.98,-4.71
3166,258.48,-6.27
3167,176.84,31.52
3168,238.9,6.28
3169,199.58,26.05
3170,249.83,-0.69
3171,285.73,-21.21
3172,222.18,16.22
3173,167.19,32.65
3174,230.04,12.07
3175,159.17,33.04
3176,200.81,25.99
3177,250.76,-0.91
3178,265.19,-10.06
3179,262.12,-8.1
3180,267.42,-11.3
3181,177.88,31.79
3182,147.01,32.53
3183,239.93,6.36
3184,208.98,23.18
3185,243.15,4.4
3186,276.11,-16.14
3187,260.77,-7.01
3188,224.72,15.66
3189,232.2,11.53
3190,239.95,6.74
3191,196.89,27.9
3192,239.04,7.4
3193,182.23,31.5
3194,236.53,9.08
3195,254.54,-2.63
3196,248.41,1.44
3197,130.95,29.89
3198,208.24,24.08
3199,252.72,-1.34
3200,161.31,33.58
3201,213.03,22.16
3202,234.57,10.61
3203,263.92,-8.45
3204,260.07,-5.96
3205,258.84,-5.13
3206,262.81,-7.7
3207,262.8,-7.69
3208,205.3,25.53
3209,205.3,25.53
3210,205.3,25.53
3211,233.89,11.19
3212,229.4,13.91
3213,263.33,-7.98
3214,209.01,24.14
3215,192.58,29.71
3216,138.47,31.61
3217,277.2,-16.24
3218,270.38,-12.26
3219,254.47,-2.02
3220,274.97,-14.95
3221,156.59,33.69
3222,206.54,25.27
3223,281.62,-18.56
3224,199.7,27.82
3225,256.45,-3.24
3226,259.29,-5.06
3227,263.91,-8.05
3228,205.47,25.98
3229,236.63,10.11
3230,248.5,2.33
3231,210.19,24.19
3232,262.44,-6.96
3233,255.2,-2.07
3234,262.17,-6.68
3235,157.54,33.99
3236,142.29,32.46
3237,253.58,-0.84
3238,251.66,0.48
3239,250.52,1.35
3240,253.98,-1.
3241,254.,-1.01
3242,253.32,-0.49
3243,257.35,-3.21
3244,262.88,-6.92
3245,154.,33.93
3246,164.09,34.22
3247,265.6,-8.65
3248,211.75,24.14
3249,214.25,23.05
3250,261.98,-6.17
3251,249.71,2.33
3252,214.68,23.13
3253,253.86,-0.43
3254,159.73,34.43
3255,241.8,7.83
3256,265.98,-8.55
3257,237.58,10.66
3258,164.78,34.55
3259,234.55,12.83
3260,276.8,-15.13
3261,249.2,3.22
3262,195.78,30.47
3263,156.2,34.52
3264,202.85,28.45
3265,232.52,14.3
3266,253.75,0.21
3267,255.33,-0.88
3268,199.33,29.59
3269,219.71,21.43
3270,254.78,-0.42
3271,224.31,19.2
3272,228.35,17.02
3273,253.18,0.9
3274,273.67,-12.91
3275,177.39,34.34
3276,243.61,7.63
3277,165.21,35.05
3278,225.1,19.11
3279,241.33,9.38
3280,279.39,-16.22
3281,239.29,10.87
3282,252.13,2.1
3283,254.95,0.14
3284,205.7,28.25
3285,229.41,17.06
3286,257.54,-1.64
3287,178.86,34.54
3288,230.69,16.44
3289,235.52,13.5
3290,213.68,25.32
3291,246.77,6.16
3292,187.2,33.45
3293,272.87,-11.91
3294,264.98,-6.5
3295,228.37,18.25
3296,256.65,-0.57
3297,227.5,18.74
3298,278.2,-15.19
3299,207.3,28.32
3300,268.05,-8.49
3301,284.83,-19.05
3302,284.82,-19.03
3303,148.07,34.3
3304,195.5,32.02
3305,222.19,21.83
3306,216.96,24.43
3307,274.29,-12.6
3308,244.38,8.36
3309,174.49,35.42
3310,196.61,31.82
3311,196.61,31.82
3312,199.28,31.08
3313,199.28,31.08
3314,227.78,18.89
3315,245.15,7.88
3316,242.67,9.62
3317,239.67,11.69
3318,289.86,-21.68
3319,211.95,26.79
3320,237.56,13.13
3321,227.96,19.02
3322,260.5,-2.89
3323,155.97,35.43
3324,235.59,14.59
3325,230.26,17.96
3326,260.1,-2.4
3327,257.62,-0.54
3328,257.62,-0.54
3329,199.88,31.38
3330,267.94,-7.93
3331,249.65,5.25
3332,145.61,34.14
3333,210.56,27.83
3334,286.66,-19.82
3335,242.8,10.16
3336,251.71,3.91
3337,226.88,20.2
3338,232.55,16.91
3339,247.24,7.22
3340,290.46,-21.84
3341,268.92,-8.43
3342,233.45,16.53
3343,254.6,2.03
3344,244.8,9.1
3345,243.07,10.36
3346,278.92,-15.01
3347,280.26,-15.84
3348,184.8,35.11
3349,270.85,-9.55
3350,269.26,-8.44
3351,165.3,36.36
3352,139.27,32.95
3353,248.44,6.81
3354,150.52,35.21
3355,200.19,31.98
3356,262.08,-3.08
3357,206.77,29.98
3358,265.14,-5.28
3359,262.57,-3.36
3360,183.95,35.54
3361,215.44,26.74
3362,252.51,4.18
3363,263.91,-4.26
3364,256.21,1.5
3365,185.89,35.37
3366,204.33,31.06
3367,242.27,11.65
3368,271.17,-9.4
3369,200.31,32.31
3370,283.86,-17.8
3371,262.71,-3.19
3372,215.27,27.02
3373,258.2,0.26
3374,238.56,14.41
3375,265.3,-4.96
3376,212.12,28.59
3377,185.96,35.64
3378,220.68,24.88
3379,140.44,33.48
3380,217.09,26.66
3381,246.67,9.05
3382,270.67,-8.72
3383,227.29,21.58
3384,252.29,4.98
3385,254.82,3.14
3386,269.75,-7.97
3387,205.51,31.34
3388,257.87,0.98
3389,258.29,0.74
3390,264.81,-4.11
3391,150.55,35.7
3392,222.85,24.3
3393,293.85,-23.26
3394,210.22,29.94
3395,219.12,26.2
3396,219.12,26.21
3397,253.37,4.61
3398,232.8,18.85
3399,257.39,1.61
3400,164.89,37.21
3401,156.74,36.63
3402,248.82,8.18
3403,151.36,35.96
3404,259.37,0.31
3405,165.48,37.34
3406,216.22,27.83
3407,267.33,-5.71
3408,165.75,37.39
3409,190.51,35.69
3410,220.26,26.18
3411,230.32,20.88
3412,216.42,28.01
3413,268.27,-6.18
3414,273.97,-10.38
3415,274.14,-10.52
3416,232.02,20.16
3417,287.03,-19.14
3418,222.71,25.31
3419,254.66,4.42
3420,248.66,8.96
3421,259.76,0.53
3422,174.42,37.76
3423,191.65,35.92
3424,218.16,27.62
3425,243.4,12.93
3426,262.05,-1.14
3427,205.51,32.54
3428,205.89,32.48
3429,206.06,32.45
3430,245.9,11.31
3431,237.4,17.34
3432,278.15,-12.99
3433,251.59,7.31
3434,257.18,3.
3435,270.25,-7.09
3436,173.08,38.13
3437,234.54,19.43
3438,256.24,3.9
3439,260.19,0.91
3440,270.59,-7.22
3441,240.63,15.71
3442,270.33,-6.92
3443,276.18,-11.33
3444,264.12,-2.06
3445,265.28,-2.95
3446,237.26,18.06
3447,270.25,-6.8
3448,270.33,-6.86
3449,204.17,33.73
3450,213.8,30.46
3451,185.71,37.59
3452,265.87,-3.27
3453,267.13,-4.27
3454,223.25,26.32
3455,274.02,-9.53
3456,264.44,-2.01
3457,275.82,-10.86
3458,222.43,26.94
3459,233.29,20.97
3460,284.68,-17.12
3461,208.02,32.9
3462,266.6,-3.61
3463,257.1,3.97
3464,193.45,36.71
3465,216.71,29.71
3466,270.58,-6.67
3467,270.6,-6.66
3468,254.99,5.77
3469,221.23,27.79
3470,148.23,36.25
3471,272.73,-8.29
3472,229.28,23.78
3473,245.47,13.28
3474,195.87,36.54
3475,195.88,36.54
3476,268.11,-4.49
3477,262.54,0.05
3478,228.86,24.21
3479,258.28,3.53
3480,237.,19.39
3481,214.84,31.06
3482,220.72,28.53
3483,249.05,10.91
3484,239.25,18.01
3485,272.08,-7.37
3486,228.89,24.55
3487,265.38,-1.84
3488,261.58,1.29
3489,275.33,-9.78
3490,256.54,5.41
3491,283.07,-15.53
3492,221.52,28.62
3493,233.32,22.26
3494,265.33,-1.69
3495,281.1,-14.09
3496,265.61,-1.73
3497,262.21,1.09
3498,273.9,-8.41
3499,190.53,38.3
3500,230.64,24.19
3501,262.83,0.7
3502,292.4,-21.65
3503,270.91,-5.84
3504,207.88,34.48
3505,153.83,37.93
3506,157.46,38.52
3507,246.06,14.25
3508,177.19,39.64
3509,175.13,39.71
3510,211.81,33.26
3511,179.43,39.62
3512,255.49,7.05
3513,252.9,9.15
3514,261.34,2.27
3516,252.27,9.73
3517,260.46,3.05
3518,251.57,10.33
3519,191.64,38.57
3520,265.22,-0.86
3521,196.87,37.66
3522,196.79,37.71
3523,234.39,22.64
3524,292.55,-21.63
3525,262.8,1.25
3526,222.55,29.26
3527,266.25,-1.54
3528,187.81,39.34
3529,239.88,19.41
3530,263.25,1.15
3531,150.48,37.6
3532,194.11,38.55
3533,255.62,7.64
3534,258.79,5.12
3535,260.5,3.75
3536,275.,-8.43
3537,282.28,-14.18
3538,233.21,24.17
3539,267.89,-2.43
3540,197.5,38.26
3541,210.18,34.94
3542,270.8,-4.83
3543,293.02,-21.76
3544,287.05,-17.65
3545,174.71,40.52
3546,181.84,40.33
3547,222.34,30.2
3548,261.95,2.81
3549,274.35,-7.66
3550,216.45,32.85
3551,267.37,-1.74
3552,235.69,23.01
3553,235.69,23.01
3554,244.54,16.97
3555,191.3,39.55
3556,252.25,11.21
3557,224.24,29.65
3558,210.46,35.3
3559,249.22,13.69
3560,277.32,-9.92
3561,212.53,34.64
3562,265.64,0.05
3563,194.76,39.26
3564,243.46,18.15
3565,212.28,34.81
3566,187.63,40.29
3567,219.06,32.28
3568,275.75,-8.47
3569,171.51,40.84
3570,273.23,-6.35
3571,277.65,-9.98
3572,216.51,33.52
3573,227.14,28.65
3574,271.62,-4.79
3575,192.05,40.01
3576,146.63,37.23
3577,209.54,36.11
3578,243.3,18.91
3579,179.8,41.19
3580,185.33,40.9
3581,128.39,30.44
3582,276.7,-8.9
3583,268.62,-1.9
3584,246.01,17.22
3585,253.67,11.13
3586,182.56,41.29
3587,192.36,40.36
3588,267.71,-0.9
3589,197.94,39.58
3590,223.5,31.4
3591,263.33,3.18
3592,163.2,40.86
3593,264.82,1.96
3594,172.63,41.63
3595,202.31,38.9
3596,229.68,28.43
3597,252.26,12.83
3598,276.79,-8.57
3599,221.94,32.44
3600,263.95,2.96
3601,198.1,40.08
3602,262.19,4.69
3603,170.76,41.83
3604,278.35,-9.65
3605,271.75,-3.81
3606,192.36,41.12
3607,251.63,13.9
3608,156.59,40.15
3609,147.27,38.03
3610,284.45,-14.56
3611,272.91,-4.56
3612,184.33,42.15
3613,224.69,32.11
3614,268.2,-0.14
3615,282.71,-13.
3616,146.87,38.11
3617,204.53,39.51
3618,228.52,30.51
3619,166.57,42.02
3620,192.28,41.8
3621,196.07,41.28
3622,276.31,-7.23
3623,218.99,35.06
3624,151.21,39.42
3625,190.53,42.16
3626,200.03,40.78
3627,205.86,39.65
3628,252.64,14.52
3629,274.93,-5.68
3630,238.29,25.34
3631,271.59,-2.52
3632,281.49,-11.49
3633,141.5,36.59
3634,265.94,2.82
3635,218.25,35.9
3636,241.7,23.21
3637,253.46,14.05
3638,246.74,19.51
3639,194.5,42.08
3640,206.01,39.86
3641,238.61,25.4
3642,286.19,-15.43
3643,287.83,-16.77
3644,256.42,11.88
3645,139.99,36.14
3646,250.88,16.66
3647,270.54,-1.02
3648,153.62,40.47
3649,225.15,33.59
3650,214.66,37.86
3651,226.86,32.86
3652,177.86,43.61
3653,248.37,19.15
3654,267.36,2.25
3655,237.55,26.95
3656,263.33,6.16
3657,207.2,40.36
3658,268.68,1.14
3659,277.69,-7.37
3660,159.52,41.98
3661,266.63,3.3
3662,163.08,42.66
3663,280.22,-9.61
3664,189.73,43.56
3665,228.77,32.53
3666,138.66,35.89
3667,263.09,6.85
3668,265.75,4.32
3669,215.07,38.49
3670,269.46,0.87
3672,267.21,3.14
3673,278.19,-7.49
3674,266.58,3.81
3675,245.,22.77
3676,172.82,44.02
3677,262.55,7.76
3678,298.85,-24.81
3679,275.5,-4.72
3680,268.37,2.31
3681,237.54,28.25
3682,263.35,7.19
