year,lat
1939.033,-20.2
1939.033,9.6
1939.033,19.6
1939.033,30.2
1939.036,-10.6
1939.036,-19.8
1939.036,9.8
1939.036,19.9
1939.036,25.4
1939.036,29.7
1939.036,24.9
1939.038,-20.0
1939.038,9.3
1939.038,19.3
1939.041,7.8
1939.044,-19.7
1939.044,9.1
1939.044,19.7
1939.044,9.1
1939.047,8.3
1939.047,21.0
1939.047,10.0
1939.063,-10.7
1939.063,-6.4
1939.063,-7.6
1939.063,8.5
1939.066,-6.1
1939.066,-8.1
1939.066,14.9
1939.099,14.1
1939.115,-15.4
1939.115,5.0
1939.115,7.0
1939.115,26.7
1939.115,17.7
1939.115,23.5
1939.118,-16.0
1939.118,-18.9
1939.118,6.5
1939.118,25.6
1939.118,16.8
1939.121,-15.9
1939.121,-18.4
1939.121,26.0
1939.123,-16.1
1939.123,-18.9
1939.123,6.9
1939.123,25.9
1939.126,-15.7
1939.126,-18.6
1939.126,6.7
1939.126,12.2
1939.126,25.5
1939.129,-15.7
1939.129,-19.3
1939.129,12.9
1939.129,6.3
1939.129,12.8
1939.129,12.4
1939.131,-15.5
1939.131,12.1
1939.131,6.5
1939.131,12.6
1939.134,-15.9
1939.134,6.3
1939.137,-16.0
1939.137,-8.9
1939.137,-24.0
1939.137,-8.7
1939.137,15.2
1939.140,-9.7
1939.140,-24.3
1939.140,15.4
1939.145,-9.0
1939.145,-17.5
1939.145,-16.5
1939.145,15.8
1939.145,29.2
1939.148,-8.8
1939.148,-18.2
1939.148,-19.6
1939.148,-17.0
1939.148,-13.8
1939.148,28.9
1939.153,-8.3
1939.153,-19.1
1939.153,-17.6
1939.153,-14.1
1939.153,28.3
1939.162,-19.2
1939.164,-22.5
1939.164,-18.8
1939.164,-17.1
1939.167,-18.2
1939.167,-18.4
1939.167,9.2
1939.170,-18.2
1939.170,-19.0
1939.170,13.6
1939.173,-19.2
1939.173,10.8
1939.173,10.2
1939.175,-19.3
1939.175,9.7
1939.178,-9.9
1939.178,-19.2
1939.178,9.6
1939.192,-16.1
1939.192,11.8
1939.195,-16.0
1939.195,12.1
1939.197,-15.6
1939.197,-8.9
1939.197,12.1
1939.200,-15.4
1939.200,-8.7
1939.200,12.2
1939.203,-15.3
1939.203,-8.9
1939.203,25.4
1939.203,11.8
1939.216,-9.5
1939.216,-6.9
1939.216,13.3
1939.219,-22.4
1939.219,13.7
1939.219,-7.1
1939.222,-9.1
1939.222,-22.2
1939.222,13.6
1939.225,-7.0
1939.225,-9.2
1939.225,13.7
1939.260,-8.6
1939.260,-8.4
1939.260,-11.7
1939.260,11.7
1939.263,-11.2
1939.266,-9.3
1939.266,-11.0
1939.266,-11.0
1939.266,23.8
1939.269,-11.3
1939.269,-11.1
1939.269,-16.1
1939.269,23.1
1939.271,-10.9
1939.271,-15.6
1939.271,23.1
1939.274,-11.5
1939.274,-16.3
1939.274,-5.7
1939.274,9.2
1939.274,22.0
1939.274,22.6
1939.285,-11.8
1939.285,-16.7
1939.285,0.9
1939.285,18.0
1939.285,12.7
1939.285,20.3
1939.288,-17.3
1939.288,0.9
1939.288,17.9
1939.288,12.7
1939.288,19.7
1939.290,18.3
1939.290,13.2
1939.290,19.3
1939.290,8.0
1939.293,10.3
1939.293,16.8
1939.293,18.1
1939.293,12.7
1939.293,7.3
1939.299,-17.3
1939.299,-13.7
1939.299,4.0
1939.299,25.1
1939.299,28.4
1939.299,23.4
1939.302,-13.7
1939.304,-15.1
1939.304,4.5
1939.304,28.3
1939.304,23.4
1939.304,9.1
1939.307,-16.9
1939.307,-13.5
1939.307,-15.5
1939.307,4.4
1939.307,28.6
1939.307,24.0
1939.307,9.9
1939.310,-12.8
1939.310,-15.7
1939.310,4.2
1939.310,28.7
1939.310,23.9
1939.310,8.5
1939.313,-13.9
1939.313,-15.4
1939.313,-11.4
1939.313,-14.3
1939.313,4.4
1939.313,28.7
1939.313,29.4
1939.313,23.8
1939.313,7.9
1939.315,-14.8
1939.315,-11.8
1939.315,-15.8
1939.315,-11.2
1939.315,-11.8
1939.315,-14.9
1939.315,28.8
1939.315,23.4
1939.318,-16.3
1939.318,-11.6
1939.318,-10.3
1939.318,-12.1
1939.318,11.6
1939.318,19.6
1939.318,28.3
1939.318,22.7
1939.321,-15.4
1939.321,-10.5
1939.321,-11.7
1939.321,-19.4
1939.321,12.5
1939.321,19.6
1939.321,28.9
1939.321,23.3
1939.321,4.3
1939.323,-15.1
1939.323,-11.1
1939.323,-19.3
1939.323,-10.6
1939.323,12.2
1939.323,20.8
1939.323,29.3
1939.323,4.6
1939.326,-15.0
1939.326,-11.2
1939.326,-19.2
1939.326,-10.0
1939.326,-9.4
1939.326,20.7
1939.328,-20.0
1939.332,-11.3
1939.332,-10.5
1939.332,-19.6
1939.332,-21.3
1939.332,12.2
1939.332,23.1
1939.332,19.0
1939.334,-10.5
1939.334,-20.0
1939.334,-21.7
1939.334,-7.5
1939.334,12.4
1939.334,11.9
1939.334,18.7
1939.337,-10.3
1939.337,-9.7
1939.337,10.9
1939.337,14.3
1939.337,18.2
1939.340,-10.4
1939.340,-8.6
1939.340,11.7
1939.340,11.5
1939.340,22.0
1939.343,-9.1
1939.343,-6.4
1939.343,8.9
1939.343,12.2
1939.343,22.6
1939.343,14.2
1939.343,10.3
1939.345,6.7
1939.345,12.3
1939.345,22.7
1939.345,12.0
1939.348,14.5
1939.348,12.4
1939.348,22.9
1939.348,7.7
1939.348,12.0
1939.351,-2.4
1939.351,9.7
1939.351,13.8
1939.351,8.2
1939.351,12.5
1939.351,8.7
1939.354,-21.1
1939.354,-6.4
1939.354,-2.1
1939.354,8.3
1939.354,13.9
1939.354,23.8
1939.354,9.1
1939.354,12.8
1939.356,-20.2
1939.356,-6.0
1939.356,-2.3
1939.356,8.6
1939.356,13.7
1939.356,24.6
1939.356,13.4
1939.359,-19.9
1939.359,-14.0
1939.359,-5.1
1939.359,-1.8
1939.359,8.1
1939.359,12.9
1939.359,24.9
1939.362,-19.9
1939.362,-14.6
1939.362,-16.1
1939.362,-6.2
1939.362,9.2
1939.362,13.9
1939.362,8.3
1939.362,26.3
1939.362,23.5
1939.364,-19.2
1939.364,-14.4
1939.364,-7.4
1939.364,-16.4
1939.364,12.6
1939.367,-15.0
1939.367,-21.2
1939.367,-6.7
1939.367,-16.4
1939.367,8.6
1939.367,8.8
1939.367,13.3
1939.367,-2.6
1939.367,-1.3
1939.370,-21.7
1939.370,-14.9
1939.370,-16.4
1939.370,8.8
1939.370,7.9
1939.370,11.9
1939.373,-21.2
1939.373,-22.2
1939.373,-16.1
1939.373,8.8
1939.378,-15.1
1939.383,-12.5
1939.403,-13.0
1939.430,6.7
1939.433,6.2
1939.433,16.7
1939.433,18.5
1939.433,8.7
1939.436,17.1
1939.436,16.8
1939.436,6.9
1939.447,-13.5
1939.447,-15.6
1939.447,3.8
1939.447,16.3
1939.449,-12.5
1939.449,-16.1
1939.449,3.6
1939.449,24.1
1939.452,-12.4
1939.452,-16.9
1939.452,3.1
1939.452,24.0
1939.455,-12.6
1939.455,-13.1
1939.455,12.1
1939.455,3.6
1939.458,-12.7
1939.458,14.2
1939.458,24.4
1939.460,-13.0
1939.460,12.7
1939.463,-12.8
1939.463,12.9
1939.466,-12.8
1939.466,13.5
1939.482,-16.2
1939.482,-3.4
1939.482,-3.2
1939.482,-4.6
1939.482,6.1
1939.482,24.2
1939.482,19.3
1939.485,-3.6
1939.485,-11.2
1939.485,6.2
1939.485,24.5
1939.485,9.2
1939.488,-3.1
1939.488,-12.0
1939.488,-19.7
1939.488,-20.5
1939.488,5.9
1939.491,-13.0
1939.491,-2.9
1939.491,-12.5
1939.491,-20.7
1939.491,-5.1
1939.491,-20.0
1939.491,5.6
1939.493,-13.0
1939.493,5.3
1939.493,-12.1
1939.493,-14.9
1939.493,-5.1
1939.493,-21.8
1939.493,-20.7
1939.493,-6.9
1939.496,-12.7
1939.496,-15.4
1939.496,-6.6
1939.496,-5.5
1939.496,-21.2
1939.496,-21.0
1939.496,-6.7
1939.496,4.9
1939.499,-13.4
1939.499,-5.9
1939.499,-15.7
1939.499,-21.5
1939.499,-21.3
1939.499,-7.1
1939.502,-16.5
1939.502,-21.6
1939.502,-21.7
1939.502,-7.4
1939.502,15.6
1939.504,-21.2
1939.504,-7.7
1939.504,15.3
1939.507,-21.6
1939.507,-8.5
1939.507,-14.1
1939.507,-2.9
1939.510,-23.8
1939.510,-8.5
1939.510,-15.7
1939.510,-3.4
1939.510,6.8
1939.512,-15.8
1939.512,-3.8
1939.512,6.5
1939.512,20.8
1939.515,-4.3
1939.515,-14.6
1939.515,6.5
1939.517,-4.1
1939.517,-14.8
1939.517,-15.2
1939.520,-5.0
1939.520,-15.0
1939.523,-4.9
1939.523,-14.2
1939.523,-16.2
1939.526,-15.4
1939.526,-16.0
1939.526,18.5
1939.529,-7.1
1939.529,17.2
1939.529,18.8
1939.532,-7.4
1939.532,17.5
1939.532,17.4
1939.534,17.0
1939.534,17.6
1939.537,19.2
1939.537,17.1
1939.537,16.9
1939.537,14.4
1939.540,20.1
1939.540,17.1
1939.540,16.5
1939.543,19.4
1939.543,16.6
1939.543,15.1
1939.545,19.2
1939.545,16.5
1939.545,15.0
1939.548,-8.3
1939.548,18.4
1939.548,15.8
1939.548,14.0
1939.559,-6.7
1939.559,6.9
1939.561,-7.5
1939.561,-4.6
1939.561,6.7
1939.564,-8.5
1939.564,-4.5
1939.564,-19.4
1939.564,6.8
1939.567,-3.4
1939.567,-19.2
1939.567,6.8
1939.570,-31.1
1939.570,-22.1
1939.573,-22.0
1939.575,-23.0
1939.575,8.4
1939.578,-22.8
1939.578,-19.2
1939.578,5.1
1939.578,8.2
1939.594,-14.4
1939.594,14.0
1939.594,14.3
1939.594,8.4
1939.597,-14.8
1939.597,14.5
1939.597,14.1
1939.600,-13.7
1939.600,-15.4
1939.600,4.2
1939.600,14.1
1939.600,14.7
1939.603,-5.6
1939.603,-10.7
1939.603,5.0
1939.603,17.0
1939.603,14.3
1939.603,14.2
1939.605,-6.3
1939.605,-10.9
1939.605,5.0
1939.605,16.9
1939.605,14.5
1939.608,-15.3
1939.608,-10.9
1939.608,-17.0
1939.608,16.3
1939.611,-15.1
1939.611,-11.0
1939.611,-16.8
1939.611,16.2
1939.611,17.0
1939.613,-10.7
1939.613,-17.1
1939.613,12.9
1939.613,15.8
1939.613,16.2
1939.616,-10.8
1939.616,-17.0
1939.616,-5.6
1939.616,13.6
1939.616,16.2
1939.616,16.2
1939.616,4.0
1939.619,-10.7
1939.619,-17.4
1939.619,-6.2
1939.619,16.1
1939.622,-10.9
1939.622,-17.3
1939.622,-6.0
1939.622,16.0
1939.624,-17.0
1939.624,-30.2
1939.624,-6.3
1939.624,12.6
1939.624,17.0
1939.627,-17.5
1939.627,-6.3
1939.627,-29.8
1939.627,12.9
1939.627,13.6
1939.627,15.9
1939.630,-6.0
1939.630,-30.1
1939.633,-5.6
1939.633,-30.1
1939.635,-6.1
1939.635,-30.3
1939.635,14.3
1939.635,12.7
1939.635,13.4
1939.635,16.6
1939.635,12.2
1939.638,-30.3
1939.638,14.5
1939.638,14.9
1939.638,13.4
1939.638,12.9
1939.641,-30.0
1939.641,14.4
1939.641,13.3
1939.641,13.1
1939.644,-29.8
1939.644,-10.7
1939.644,14.6
1939.644,13.1
1939.644,13.0
1939.646,-9.8
1939.646,14.2
1939.646,11.5
1939.649,-10.3
1939.649,14.6
1939.652,14.8
1939.652,-10.8
1939.652,-14.2
1939.655,-13.8
1939.655,-11.7
1939.655,-6.0
1939.655,14.5
1939.657,-14.4
1939.657,-6.8
1939.660,-13.6
1939.660,-6.4
1939.660,-6.0
1939.660,26.9
1939.663,-13.7
1939.663,-6.4
1939.663,26.8
1939.665,-13.9
1939.665,-5.3
1939.665,-6.0
1939.665,-6.8
1939.665,26.4
1939.668,-13.7
1939.668,-5.3
1939.668,-7.1
1939.668,4.8
1939.668,26.9
1939.671,-5.7
1939.671,-13.5
1939.671,-7.5
1939.671,-14.8
1939.671,5.1
1939.687,-15.6
1939.687,-12.7
1939.687,-16.3
1939.687,19.2
1939.704,-15.4
1939.704,-18.4
1939.704,-4.8
1939.704,12.4
1939.704,15.6
1939.707,-4.2
1939.707,-17.4
1939.707,-15.0
1939.707,14.4
1939.709,-18.4
1939.709,-19.0
1939.709,17.0
1939.712,-19.9
1939.712,17.5
1939.715,-20.0
1939.715,-6.5
1939.715,11.9
1939.715,18.0
1939.718,-19.5
1939.718,-5.4
1939.718,7.6
1939.718,12.5
1939.718,16.5
1939.720,-5.1
1939.720,-6.8
1939.720,7.6
1939.720,16.1
1939.739,-12.9
1939.739,-4.6
1939.739,17.0
1939.739,19.6
1939.742,-5.2
1939.742,-13.2
1939.742,15.1
1939.742,20.8
1939.742,18.2
1939.742,13.6
1939.756,-6.8
1939.767,-13.1
1939.770,-15.2
1939.770,-14.6
1939.770,-5.2
1939.772,-15.4
1939.772,-15.7
1939.772,-5.3
1939.775,-5.2
1939.775,-19.2
1939.778,-4.2
1939.778,-19.7
1939.778,19.1
1939.781,-4.3
1939.781,-19.6
1939.781,20.0
1939.783,-19.1
1939.783,20.7
1939.783,18.5
1939.786,-19.3
1939.786,10.4
1939.786,21.2
1939.786,18.8
1939.789,-19.4
1939.789,-19.4
1939.789,10.9
1939.789,20.3
1939.789,18.5
1939.792,-19.5
1939.792,11.1
1940.032,-8.5
1940.035,-9.0
1940.038,-9.2
1940.041,-18.1
1940.043,-8.6
1940.043,-12.2
1940.043,-18.6
1940.045,-19.0
1940.045,-15.1
1940.045,-11.9
1940.045,-9.0
1940.045,-8.6
1940.049,-18.6
1940.049,-14.3
1940.049,-11.3
1940.049,14.8
1940.049,-9.5
1940.049,-8.3
1940.051,-19.1
1940.051,13.5
1940.067,-5.9
1940.073,11.7
1940.073,-7.4
1940.095,-5.2
1940.095,13.1
1940.098,-24.2
1940.098,-5.9
1940.098,-7.6
1940.101,-23.8
1940.101,-5.5
1940.101,-8.5
1940.101,14.5
1940.104,-24.2
1940.104,-5.9
1940.104,-5.2
1940.104,15.4
1940.106,-13.8
1940.106,-12.1
1940.106,-5.2
1940.106,14.2
1940.109,-13.3
1940.109,-11.7
1940.109,-5.2
1940.109,14.6
1940.112,-5.3
1940.112,14.1
1940.114,-6.4
1940.114,-12.3
1940.114,13.9
1940.125,-13.2
1940.125,7.3
1940.128,-13.3
1940.131,-13.2
1940.131,-14.9
1940.133,-12.5
1940.133,-14.5
1940.133,-6.1
1940.133,-11.3
1940.158,-12.5
1940.158,-4.8
1940.158,20.4
1940.158,9.7
1940.161,-6.5
1940.161,-4.1
1940.161,9.7
1940.164,-4.8
1940.164,-16.6
1940.164,9.9
1940.166,-16.6
1940.166,-4.0
1940.166,9.9
1940.169,-16.2
1940.169,13.8
1940.169,-4.4
1940.172,-15.9
1940.172,12.9
1940.172,-4.2
1940.175,-16.0
1940.175,-11.2
1940.175,-7.6
1940.175,12.9
1940.177,-16.8
1940.177,-10.9
1940.177,-7.6
1940.177,-12.8
1940.180,-16.2
1940.180,-11.1
1940.180,-11.0
1940.183,-10.2
1940.183,11.3
1940.194,-13.5
1940.194,-8.9
1940.194,11.2
1940.197,-8.1
1940.197,-8.4
1940.199,-8.6
1940.199,10.4
1940.219,-10.2
1940.219,-9.8
1940.219,16.5
1940.219,22.0
1940.221,-9.9
1940.221,10.1
1940.221,12.9
1940.221,16.6
1940.221,22.3
1940.262,-14.9
1940.262,-8.4
1940.262,-6.6
1940.265,-14.8
1940.265,-15.8
1940.265,-8.2
1940.265,-8.8
1940.268,-8.4
1940.268,-8.7
1940.268,19.4
1940.271,-7.9
1940.271,-8.8
1940.271,8.6
1940.273,-9.5
1940.276,-9.7
1940.276,-11.4
1940.279,-8.9
1940.279,-12.8
1940.279,-3.2
1940.282,-11.0
1940.282,-2.1
1940.293,-11.6
1940.293,-5.1
1940.293,12.4
1940.295,-11.6
1940.295,-5.6
1940.295,10.7
1940.295,13.7
1940.298,-9.6
1940.298,-5.2
1940.298,10.2
1940.298,12.4
1940.298,6.7
1940.301,-5.1
1940.301,11.7
1940.301,-3.7
1940.301,8.2
1940.301,13.5
1940.303,-5.4
1940.303,-4.0
1940.303,7.8
1940.303,13.2
1940.303,11.4
1940.325,9.6
1940.328,9.4
1940.331,9.9
1940.331,9.6
1940.334,10.2
1940.337,9.7
1940.339,9.7
1940.342,10.6
1940.345,10.6
1940.350,-8.3
1940.350,10.6
1940.353,-8.6
1940.356,-8.6
1940.356,-6.0
1940.358,-8.4
1940.358,-5.9
1940.361,-8.4
1940.361,-9.4
1940.361,-6.4
1940.364,-8.2
1940.364,-7.0
1940.367,-8.1
1940.367,-9.3
1940.367,-6.7
1940.367,14.2
1940.367,10.0
1940.369,-8.3
1940.369,-9.0
1940.369,-8.4
1940.369,9.7
1940.369,13.9
1940.369,15.5
1940.372,-8.3
1940.372,12.8
1940.372,15.8
1940.374,-7.4
1940.374,13.4
1940.374,15.3
1940.378,15.4
1940.378,12.9
1940.378,15.8
1940.380,15.4
1940.380,13.1
1940.380,15.6
1940.383,-9.7
1940.383,15.6
1940.383,12.7
1940.386,-8.9
1940.386,-6.2
1940.386,14.7
1940.386,12.7
1940.388,-8.7
1940.388,-5.2
1940.388,14.8
1940.391,-4.9
1940.391,24.7
1940.394,-5.9
1940.394,-12.6
1940.394,21.7
1940.396,-5.1
1940.396,-11.5
1940.396,-9.2
1940.396,22.8
1940.399,-5.7
1940.399,-12.2
1940.399,-9.7
1940.399,-10.2
1940.402,-4.8
1940.402,-12.5
1940.402,-9.9
1940.402,23.8
1940.405,-5.2
1940.405,-12.6
1940.405,-9.9
1940.405,23.5
1940.408,-9.7
1940.408,11.8
1940.408,22.5
1940.410,-11.5
1940.410,-9.7
1940.410,22.9
1940.413,-9.7
1940.416,-9.8
1940.418,-11.7
1940.418,-5.5
1940.418,3.6
1940.421,-11.2
1940.421,-5.2
1940.421,-20.2
1940.424,-11.3
1940.424,-6.1
1940.424,-18.2
1940.424,-13.5
1940.427,-5.1
1940.427,-11.0
1940.427,-18.5
1940.427,-14.3
1940.430,-18.1
1940.430,-13.9
1940.432,-10.2
1940.432,-19.0
1940.435,-10.0
1940.435,-19.4
1940.435,-14.2
1940.435,-6.1
1940.435,14.2
1940.438,-4.9
1940.438,-5.5
1940.438,14.4
1940.438,17.6
1940.441,-4.8
1940.441,-11.0
1940.441,-5.4
1940.441,14.2
1940.443,-11.5
1940.443,-6.5
1940.443,13.8
1940.443,25.0
1940.446,-23.3
1940.446,-7.1
1940.446,13.7
1940.446,24.3
1940.449,-23.5
1940.449,-6.9
1940.449,24.1
1940.449,16.1
1940.449,13.5
1940.452,-22.7
1940.452,-24.7
1940.452,-7.1
1940.452,-9.3
1940.452,13.7
1940.454,-8.0
1940.454,-8.6
1940.454,16.1
1940.454,13.5
1940.463,-9.4
1940.465,-9.4
1940.468,-9.7
1940.471,-9.2
1940.471,-13.4
1940.471,-15.5
1940.471,-9.0
1940.473,-9.7
1940.473,-13.3
1940.473,-16.3
1940.473,-9.5
1940.476,-9.4
1940.476,-13.0
1940.476,-15.6
1940.476,-9.0
1940.479,-10.5
1940.479,-14.5
1940.479,-8.5
1940.482,-9.3
1940.482,-14.2
1940.482,-14.4
1940.482,-9.1
1940.482,-12.6
1940.484,-14.5
1940.484,-14.9
1940.484,-13.0
1940.484,3.5
1940.484,9.1
1940.487,-14.4
1940.487,-14.5
1940.487,-12.2
1940.487,3.4
1940.487,9.2
1940.490,-12.6
1940.490,2.9
1940.490,9.5
1940.492,2.9
1940.492,9.0
1940.495,3.0
1940.495,8.9
1940.498,-12.6
1940.498,-13.8
1940.498,3.0
1940.498,9.0
1940.501,-12.9
1940.501,-13.9
1940.503,-13.3
1940.503,6.5
1940.503,12.1
1940.506,-23.2
1940.506,11.7
1940.509,-22.8
1940.509,-11.8
1940.509,-7.7
1940.509,11.6
1940.512,-22.9
1940.512,-12.1
1940.512,-8.2
1940.512,13.1
1940.514,-22.3
1940.514,-11.3
1940.514,13.4
1940.517,-23.0
1940.517,-10.2
1940.517,17.0
1940.517,12.9
1940.517,18.1
1940.520,-10.3
1940.520,-6.7
1940.520,23.0
1940.520,16.2
1940.520,18.1
1940.520,13.2
1940.523,-10.8
1940.523,-8.4
1940.523,23.4
1940.523,14.9
1940.523,12.9
1940.523,18.4
1940.525,-9.9
1940.525,-9.8
1940.525,6.9
1940.525,22.5
1940.525,16.0
1940.528,-9.2
1940.528,7.7
1940.528,12.8
1940.528,15.9
1940.531,-10.2
1940.531,6.9
1940.531,8.5
1940.531,21.9
1940.533,-9.3
1940.533,7.4
1940.536,-10.5
1940.536,-8.6
1940.536,7.3
1940.539,-5.3
1940.539,7.6
1940.542,-12.4
1940.542,7.4
1940.545,7.7
1940.545,-12.1
1940.545,-13.4
1940.547,27.5
1940.547,7.5
1940.550,12.9
1940.550,27.8
1940.553,27.9
1940.556,-4.9
1940.558,-17.7
1940.558,-4.9
1940.561,-17.9
1940.564,-18.2
1940.564,-6.9
1940.567,-17.9
1940.567,-7.3
1940.569,-6.5
1940.569,-7.9
1940.575,-6.3
1940.575,-9.1
1940.575,-10.8
1940.577,-6.3
1940.577,-8.7
1940.577,9.0
1940.577,20.0
1940.580,-7.3
1940.580,-8.6
1940.580,-5.9
1940.580,-9.6
1940.580,8.1
1940.583,-6.4
1940.583,-8.0
1940.583,20.8
1940.610,-8.5
1940.635,-15.0
1940.635,-16.2
1940.635,-15.0
1940.635,12.8
1940.635,8.6
1940.638,-14.8
1940.638,13.1
1940.638,8.6
1940.640,-15.1
1940.640,-6.8
1940.640,-5.6
1940.640,6.8
1940.640,13.5
1940.640,8.6
1940.643,-10.2
1940.643,-6.5
1940.643,-5.9
1940.643,7.0
1940.643,9.4
1940.643,13.8
1940.643,7.6
1940.646,-11.0
1940.646,-14.7
1940.646,-6.0
1940.646,-5.9
1940.646,13.4
1940.649,-11.1
1940.649,-14.2
1940.649,-6.1
1940.649,-6.4
1940.651,-15.1
1940.651,-6.5
1940.654,-6.4
1940.657,-7.0
1940.657,-7.8
1940.657,-6.6
1940.657,-3.5
1940.657,17.6
1940.660,-6.4
1940.660,-6.7
1940.660,-5.1
1940.660,15.6
1940.662,-4.7
1940.662,16.6
1940.665,-4.9
1940.665,16.3
1940.665,12.2
1940.665,17.7
1940.667,-4.4
1940.667,9.4
1940.667,14.8
1940.667,15.8
1940.667,15.7
1940.671,-3.0
1940.671,-10.4
1940.671,-18.3
1940.671,9.7
1940.671,15.0
1940.671,16.4
1940.698,7.0
1940.698,17.3
1940.698,15.5
1940.725,-10.8
1940.728,-7.1
1940.728,-8.3
1940.728,-2.8
1940.728,23.0
1940.731,-7.5
1940.731,-2.3
1940.739,-6.6
1940.739,-2.9
1940.742,-7.2
1940.742,-3.2
1940.744,-3.3
1940.747,-3.6
1940.750,5.3
1940.752,5.6
1940.755,5.4
1940.755,14.0
1940.757,5.5
1940.757,12.9
1940.761,5.2
1940.761,13.0
1940.763,5.7
1940.763,17.4
1940.766,13.7
1940.769,-15.2
1940.769,15.4
1940.769,13.5
1940.772,-14.8
1940.772,15.4
1940.772,13.9
1940.774,-15.0
1940.774,15.8
1940.777,-15.0
1940.777,15.8
1940.785,-7.8
1940.788,-7.7
1940.788,-5.3
1940.788,16.5
1940.791,-8.1
1940.791,-5.8
1940.793,-8.6
1940.793,-6.2
1940.796,-8.7
1940.796,-5.8
1940.799,-8.7
1940.799,-5.3
1940.799,-4.4
1940.799,-15.9
1940.802,-5.5
1940.802,-16.4
1940.802,-5.3
1940.805,-17.2
1940.805,-5.7
1940.807,-16.8
1940.807,-17.0
1940.807,-8.6
1940.810,-17.4
1940.810,-4.6
1940.810,-1.5
1940.824,14.1
1940.826,14.5
1940.829,14.9
1940.845,-7.1
1940.845,9.3
1940.845,13.0
1940.848,-7.0
1940.848,-1.1
1940.848,9.3
1940.848,12.7
1940.851,9.5
1940.851,13.2
1940.851,0.1
1940.859,7.8
1940.862,-9.7
1940.862,10.3
1940.862,8.4
1940.865,-9.9
1940.865,-10.9
1940.865,8.4
1940.867,-9.5
1940.867,-10.7
1940.867,17.3
1940.867,8.5
1940.870,-10.5
1940.870,-11.1
1940.870,-14.4
1940.870,-8.8
1940.870,17.5
1940.870,7.5
1940.870,6.3
1940.881,-9.9
1940.884,-9.4
1940.884,-9.5
1940.884,17.9
1940.895,-10.4
1940.897,-5.8
1940.897,-10.5
1940.897,12.8
1940.900,-5.8
1940.900,-10.9
1940.900,12.8
1940.903,13.2
1940.908,18.5
1940.911,20.4
1940.914,12.4
1940.917,15.2
1940.919,14.6
1940.922,14.5
1940.925,2.5
1940.925,8.5
1940.925,14.3
1940.928,-10.2
1940.928,1.8
1940.928,8.9
1940.930,-10.1
1940.930,2.1
1940.930,10.3
1940.930,19.5
1940.933,-10.3
1940.933,2.1
1940.933,8.9
1940.933,19.1
1940.969,-12.2
1941.029,-0.6
1941.034,11.2
1941.037,11.3
1941.040,10.8
1941.043,8.3
1941.048,-5.2
1941.048,12.4
1941.081,-5.4
1941.092,-1.0
1941.092,-10.0
1941.092,-11.3
1941.092,9.3
1941.092,13.6
1941.095,-10.3
1941.095,-10.7
1941.095,-8.7
1941.095,4.4
1941.095,-1.1
1941.173,14.2
1941.177,11.2
1941.182,11.2
1941.185,11.4
1941.204,-10.3
1941.204,15.0
1941.204,10.7
1941.207,-9.9
1941.207,10.0
1941.210,-10.4
1941.210,-15.0
1941.210,9.8
1941.212,-10.2
1941.212,-14.1
1941.212,13.0
1941.212,10.1
1941.212,13.4
1941.215,-10.6
1941.215,-14.7
1941.215,12.3
1941.215,10.4
1941.218,-10.4
1941.218,-14.4
1941.218,9.7
1941.221,-10.9
1941.221,-14.8
1941.221,8.6
1941.223,-10.5
1941.223,-14.1
1941.226,-14.1
1941.226,7.7
1941.229,-14.1
1941.229,-8.9
1941.229,7.9
1941.229,6.6
1941.232,-9.3
1941.232,7.9
1941.232,5.7
1941.262,-6.0
1941.264,-6.5
1941.264,-3.0
1941.303,-6.1
1941.305,-5.4
1941.308,-5.8
1941.308,4.2
1941.311,-5.3
1941.314,-4.8
1941.314,3.8
1941.317,-5.6
1941.317,3.1
1941.319,-5.3
1941.322,-0.5
1941.322,11.9
1941.333,16.2
1941.333,-0.4
1941.336,16.4
1941.336,-0.7
1941.338,17.4
1941.338,-3.1
1941.338,-1.1
1941.341,16.7
1941.341,-2.6
1941.341,-0.8
1941.344,17.0
1941.347,16.9
1941.358,23.1
1941.358,25.0
1941.358,13.5
1941.358,-4.1
1941.361,23.5
1941.361,25.5
1941.363,24.8
1941.363,24.1
1941.366,23.6
1941.368,24.9
1941.371,-10.0
1941.371,24.5
1941.374,-4.5
1941.374,24.1
1941.376,-5.0
1941.379,-15.3
1941.379,-6.6
1941.382,-15.1
1941.382,-5.4
1941.382,-11.1
1941.385,-6.0
1941.385,-15.5
1941.390,-14.5
1941.390,-8.6
1941.390,6.7
1941.393,6.6
1941.393,-9.0
1941.396,-9.0
1941.396,6.2
1941.399,-9.2
1941.399,6.7
1941.415,-16.6
1941.415,-5.1
1941.418,-16.8
1941.418,-5.8
1941.421,-9.9
1941.421,-15.0
1941.421,-3.7
1941.423,-8.3
1941.423,-16.6
1941.423,-5.8
1941.423,12.5
1941.426,-17.8
1941.426,-6.6
1941.426,12.5
1941.437,-8.9
1941.437,12.6
1941.437,13.7
1941.440,-8.9
1941.440,6.3
1941.440,12.7
1941.440,14.5
1941.443,-8.3
1941.443,6.6
1941.443,13.4
1941.443,7.5
1941.443,14.1
1941.445,13.4
1941.445,13.8
1941.445,-9.0
1941.445,6.3
1941.448,6.1
1941.451,-8.5
1941.451,-8.0
1941.451,5.1
1941.454,5.2
1941.456,4.8
