year,month,day,extent
1978,10,26,10.23
1978,10,28,10.42
1978,10,30,10.56
1978,11,1,10.67
1978,11,3,10.78
1978,11,5,10.97
1978,11,7,11.08
1978,11,9,11.19
1978,11,11,11.31
1978,11,13,11.46
1978,11,15,11.54
1978,11,17,11.70
1978,11,19,11.87
1978,11,21,12.05
1978,11,23,12.27
1978,11,25,12.44
1978,11,27,12.66
1978,11,29,12.68
1978,12,1,12.72
1978,12,3,12.66
1978,12,5,12.79
1978,12,7,13.05
1978,12,9,13.14
1978,12,11,13.44
1978,12,13,13.60
1978,12,15,13.65
1978,12,17,13.81
1978,12,19,13.89
1978,12,21,14.00
1978,12,23,14.19
1978,12,25,14.27
1978,12,27,14.38
1978,12,29,14.50
1978,12,31,14.59
1979,1,2,15.00
1979,1,4,14.92
1979,1,6,14.93
1979,1,8,14.97
1979,1,10,15.19
1979,1,12,15.33
1979,1,14,15.35
1979,1,16,15.50
1979,1,18,15.52
1979,1,20,15.71
1979,1,22,15.68
1979,1,24,15.74
1979,1,26,15.69
1979,1,28,15.78
1979,1,30,15.91
1979,2,1,15.86
1979,2,3,15.84
1979,2,5,15.83
1979,2,7,15.80
1979,2,9,15.99
1979,2,11,16.10
1979,2,13,16.29
1979,2,15,16.32
1979,2,17,16.34
1979,2,19,16.29
1979,2,21,16.26
1979,2,23,16.40
1979,2,25,16.58
1979,2,27,16.55
1979,3,1,16.64
1979,3,3,16.46
1979,3,5,16.57
1979,3,7,16.55
1979,3,9,16.54
1979,3,11,16.51
1979,3,13,16.41
1979,3,15,16.31
1979,3,17,16.47
1979,3,19,16.50
1979,3,21,16.35
1979,3,23,16.28
1979,3,25,16.26
1979,3,27,16.06
1979,3,29,15.76
1979,3,31,15.80
1979,4,2,15.66
1979,4,4,15.64
1979,4,6,15.70
1979,4,8,15.79
1979,4,10,15.76
1979,4,12,15.65
1979,4,14,15.50
1979,4,16,15.45
1979,4,18,15.51
1979,4,20,15.34
1979,4,22,15.26
1979,4,24,15.22
1979,4,26,15.14
1979,4,28,15.11
1979,4,30,14.96
1979,5,2,14.63
1979,5,4,14.50
1979,5,6,14.45
1979,5,8,14.32
1979,5,10,14.15
1979,5,12,14.01
1979,5,14,13.84
1979,5,16,13.86
1979,5,18,13.69
1979,5,20,13.56
1979,5,22,13.53
1979,5,24,13.36
1979,5,26,13.40
1979,5,28,13.29
1979,5,30,13.26
1979,6,1,13.08
1979,6,3,12.98
1979,6,5,12.83
1979,6,7,12.79
1979,6,9,12.85
1979,6,11,12.73
1979,6,13,12.67
1979,6,15,12.55
1979,6,17,12.52
1979,6,19,12.41
1979,6,21,12.37
1979,6,23,12.24
1979,6,25,12.11
1979,6,27,11.98
1979,6,29,11.83
1979,7,1,11.56
1979,7,3,11.36
1979,7,5,11.26
1979,7,7,10.94
1979,7,9,10.79
1979,7,11,10.66
1979,7,13,10.50
1979,7,15,10.40
1979,7,17,10.26
1979,7,19,9.93
1979,7,21,9.92
1979,7,23,9.67
1979,7,25,9.61
1979,7,27,9.56
1979,7,29,9.34
1979,7,31,9.22
1979,8,2,9.00
1979,8,4,8.86
1979,8,6,8.74
1979,8,8,8.61
1979,8,10,8.33
1979,8,12,8.28
1979,8,14,8.14
1979,8,16,7.97
1979,8,18,7.81
1979,8,20,7.66
1979,8,22,7.57
1979,8,24,7.58
1979,8,26,7.42
1979,8,28,7.36
1979,8,30,7.28
1979,9,1,7.23
1979,9,3,7.15
1979,9,5,7.04
1979,9,7,7.08
1979,9,9,7.09
1979,9,11,6.98
1979,9,13,7.00
1979,9,15,7.01
1979,9,17,7.00
1979,9,19,6.91
1979,9,21,6.89
1979,9,23,7.03
1979,9,25,7.06
1979,9,27,7.13
1979,9,29,7.17
1979,10,1,7.40
1979,10,3,7.53
1979,10,5,7.81
1979,10,7,7.88
1979,10,9,8.12
1979,10,11,8.14
1979,10,13,8.34
1979,10,15,8.57
1979,10,17,8.94
1979,10,19,9.19
1979,10,21,9.29
1979,10,23,9.47
1979,10,25,9.70
1979,10,27,9.87
1979,10,29,9.80
1979,10,31,9.92
1979,11,2,10.14
1979,11,4,10.16
1979,11,6,10.27
1979,11,8,10.27
1979,11,10,10.50
1979,11,12,10.61
1979,11,14,10.80
1979,11,16,10.92
1979,11,18,11.01
1979,11,20,11.16
1979,11,22,11.35
1979,11,24,11.42
1979,11,26,11.58
1979,11,28,11.88
1979,11,30,12.08
1979,12,2,12.39
1979,12,4,12.46
1979,12,6,12.78
1979,12,8,12.99
1979,12,10,13.10
1979,12,12,13.29
1979,12,14,13.27
1979,12,16,13.32
1979,12,18,13.38
1979,12,20,13.54
1979,12,22,13.62
1979,12,24,13.77
1979,12,26,13.93
1979,12,28,14.10
1979,12,30,14.09
1980,1,1,14.20
1980,1,3,14.30
1980,1,5,14.41
1980,1,7,14.52
1980,1,9,14.59
1980,1,11,14.66
1980,1,13,14.77
1980,1,15,14.83
1980,1,17,14.96
1980,1,19,15.12
1980,1,21,15.14
1980,1,23,15.20
1980,1,25,15.21
1980,1,27,15.12
1980,1,29,15.26
1980,1,31,15.49
1980,2,2,15.40
1980,2,4,15.64
1980,2,6,15.76
1980,2,8,15.89
1980,2,10,15.89
1980,2,12,15.97
1980,2,14,16.02
1980,2,16,16.09
1980,2,18,16.09
1980,2,20,16.17
1980,2,22,16.07
1980,2,24,16.09
1980,2,26,16.07
1980,2,28,16.22
1980,3,1,16.16
1980,3,3,16.25
1980,3,5,16.30
1980,3,7,16.29
1980,3,9,16.17
1980,3,11,16.04
1980,3,13,15.97
1980,3,15,15.99
1980,3,17,15.99
1980,3,19,16.00
1980,3,21,15.95
1980,3,23,15.95
1980,3,25,15.92
1980,3,27,15.99
1980,3,29,15.89
1980,3,31,15.81
1980,4,2,15.68
1980,4,4,15.66
1980,4,6,15.71
1980,4,8,15.65
1980,4,10,15.64
1980,4,12,15.65
1980,4,14,15.52
1980,4,16,15.51
1980,4,18,15.39
1980,4,20,15.38
1980,4,22,15.41
1980,4,24,15.26
1980,4,26,15.12
1980,4,28,15.00
1980,4,30,14.86
1980,5,2,14.72
1980,5,4,14.55
1980,5,6,14.41
1980,5,8,14.32
1980,5,10,14.19
1980,5,12,14.01
1980,5,14,13.84
1980,5,16,13.76
1980,5,18,13.67
1980,5,20,13.53
1980,5,22,13.40
1980,5,24,13.34
1980,5,26,13.21
1980,5,28,13.02
1980,5,30,12.92
1980,6,1,12.77
1980,6,3,12.71
1980,6,5,12.61
1980,6,7,12.61
1980,6,9,12.59
1980,6,11,12.47
1980,6,13,12.28
1980,6,15,12.27
1980,6,17,12.13
1980,6,19,12.04
1980,6,21,12.01
1980,6,23,11.84
1980,6,25,11.70
1980,6,27,11.59
1980,6,29,11.47
1980,7,1,11.28
1980,7,3,11.07
1980,7,5,10.98
1980,7,7,10.85
1980,7,9,10.70
1980,7,11,10.57
1980,7,13,10.31
1980,7,15,10.20
1980,7,17,9.95
1980,7,19,9.85
1980,7,21,9.78
1980,7,23,9.59
1980,7,25,9.36
1980,7,27,9.17
1980,7,29,9.06
1980,7,31,8.87
1980,8,2,8.76
1980,8,4,8.61
1980,8,6,8.55
1980,8,8,8.35
1980,8,10,8.20
1980,8,12,8.04
1980,8,14,7.82
1980,8,16,7.76
1980,8,18,7.76
1980,8,20,7.72
1980,8,22,7.76
1980,8,24,7.58
1980,8,26,7.67
1980,8,28,7.59
1980,8,30,7.60
1980,9,1,7.54
1980,9,3,7.55
1980,9,5,7.53
1980,9,7,7.57
1980,9,9,7.56
1980,9,11,7.56
1980,9,13,7.54
1980,9,15,7.60
1980,9,17,7.58
1980,9,19,7.65
1980,9,21,7.69
1980,9,23,7.78
1980,9,25,7.85
1980,9,27,7.97
1980,9,29,8.02
1980,10,1,8.22
1980,10,3,8.21
1980,10,5,8.48
1980,10,7,8.53
1980,10,9,8.81
1980,10,11,8.97
1980,10,13,9.16
1980,10,15,9.22
1980,10,17,9.27
1980,10,19,9.39
1980,10,21,9.47
1980,10,23,9.59
1980,10,25,9.64
1980,10,27,9.84
1980,10,29,9.91
1980,10,31,10.20
1980,11,2,10.42
1980,11,4,10.52
1980,11,6,10.65
1980,11,8,10.79
1980,11,10,10.88
1980,11,12,10.98
1980,11,14,11.09
1980,11,16,11.22
1980,11,18,11.34
1980,11,20,11.63
1980,11,22,11.78
1980,11,24,12.10
1980,11,26,12.26
1980,11,28,12.48
1980,11,30,12.63
1980,12,2,12.64
1980,12,4,13.03
1980,12,6,13.12
1980,12,8,13.30
1980,12,10,13.33
1980,12,12,13.57
1980,12,14,13.69
1980,12,16,13.91
1980,12,18,13.76
1980,12,20,13.70
1980,12,22,13.78
1980,12,24,13.80
1980,12,26,14.00
1980,12,28,14.17
1980,12,30,14.09
1981,1,1,14.26
1981,1,3,14.46
1981,1,5,14.44
1981,1,7,14.69
1981,1,9,14.62
1981,1,11,14.69
1981,1,13,14.65
1981,1,15,14.75
1981,1,17,15.00
1981,1,19,15.07
1981,1,21,15.05
1981,1,23,15.17
1981,1,25,15.24
1981,1,27,15.35
1981,1,29,15.50
1981,1,31,15.63
1981,2,2,15.65
1981,2,4,15.66
1981,2,6,15.63
1981,2,8,15.54
1981,2,10,15.44
1981,2,12,15.47
1981,2,14,15.48
1981,2,16,15.57
1981,2,18,15.59
1981,2,20,15.73
1981,2,22,15.65
1981,2,24,15.71
1981,2,26,15.67
1981,2,28,15.66
1981,3,2,15.63
1981,3,4,15.73
1981,3,6,15.65
1981,3,8,15.64
1981,3,10,15.73
1981,3,12,15.66
1981,3,14,15.80
1981,3,16,15.77
1981,3,18,15.53
1981,3,20,15.62
1981,3,22,15.54
1981,3,24,15.56
1981,3,26,15.63
1981,3,28,15.52
1981,3,30,15.48
1981,4,1,15.44
1981,4,3,15.22
1981,4,5,15.22
1981,4,7,15.24
1981,4,9,15.20
1981,4,11,15.13
1981,4,13,15.11
1981,4,15,15.09
1981,4,17,14.98
1981,4,19,14.95
1981,4,21,14.92
1981,4,23,14.84
1981,4,25,14.71
1981,4,27,14.56
1981,4,29,14.51
1981,5,1,14.27
1981,5,3,14.29
1981,5,5,14.25
1981,5,7,14.08
1981,5,9,14.08
1981,5,11,14.07
1981,5,13,14.03
1981,5,15,13.93
1981,5,17,13.84
1981,5,19,13.75
1981,5,21,13.57
1981,5,23,13.46
1981,5,25,13.38
1981,5,27,13.33
1981,5,29,13.28
1981,5,31,13.22
1981,6,2,13.06
1981,6,4,13.00
1981,6,6,12.95
1981,6,8,12.86
1981,6,10,12.72
1981,6,12,12.65
1981,6,14,12.49
1981,6,16,12.46
1981,6,18,12.36
1981,6,20,12.22
1981,6,22,12.06
1981,6,24,12.00
1981,6,26,12.01
1981,6,28,11.80
1981,6,30,11.79
1981,7,2,11.43
1981,7,4,11.33
1981,7,6,11.18
1981,7,8,11.02
1981,7,10,10.89
1981,7,12,10.69
1981,7,14,10.64
1981,7,16,10.35
1981,7,18,10.13
1981,7,20,9.83
1981,7,22,9.79
1981,7,24,9.54
1981,7,26,9.22
1981,7,28,9.11
1981,7,30,8.92
1981,8,1,8.73
1981,8,3,8.59
1981,8,5,8.33
1981,8,7,8.18
1981,8,9,8.00
1981,8,11,7.92
1981,8,13,7.88
1981,8,15,7.80
1981,8,17,7.72
1981,8,19,7.67
1981,8,21,7.59
1981,8,23,7.53
1981,8,25,7.50
1981,8,27,7.41
1981,8,29,7.30
1981,8,31,7.37
1981,9,2,7.20
1981,9,4,7.16
1981,9,6,6.99
1981,9,8,7.05
1981,9,10,6.90
1981,9,12,6.90
1981,9,14,6.95
1981,9,16,6.95
1981,9,18,7.00
1981,9,20,7.05
1981,9,22,7.23
1981,9,24,7.26
1981,9,26,7.30
1981,9,28,7.49
1981,9,30,7.63
1981,10,2,7.99
1981,10,4,8.09
1981,10,6,8.15
1981,10,8,8.35
1981,10,10,8.42
1981,10,12,8.63
1981,10,14,8.90
1981,10,16,9.04
1981,10,18,9.06
1981,10,20,9.13
1981,10,22,9.10
1981,10,24,9.23
1981,10,26,9.43
1981,10,28,9.61
1981,10,30,9.72
1981,11,1,9.90
1981,11,3,9.93
1981,11,5,10.34
1981,11,7,10.52
1981,11,9,10.51
1981,11,11,10.63
1981,11,13,10.91
1981,11,15,10.96
1981,11,17,11.20
1981,11,19,11.18
1981,11,21,11.27
1981,11,23,11.42
1981,11,25,11.61
1981,11,27,11.68
1981,11,29,11.88
1981,12,1,11.99
1981,12,3,12.34
1981,12,5,12.51
1981,12,7,12.70
1981,12,9,12.82
1981,12,11,12.95
1981,12,13,13.22
1981,12,15,13.42
1981,12,17,13.63
1981,12,19,13.80
1981,12,21,13.89
1981,12,23,13.88
1981,12,25,14.02
1981,12,27,13.95
1981,12,29,14.13
1981,12,31,14.22
1982,1,2,14.48
1982,1,4,14.64
1982,1,6,14.88
1982,1,8,14.99
1982,1,10,15.05
1982,1,12,15.14
1982,1,14,15.14
1982,1,16,15.22
1982,1,18,15.23
1982,1,20,15.21
1982,1,22,15.28
1982,1,24,15.39
1982,1,26,15.55
1982,1,28,15.70
1982,1,30,15.76
1982,2,1,15.84
1982,2,3,15.84
1982,2,5,15.85
1982,2,7,15.80
1982,2,9,15.83
1982,2,11,15.75
1982,2,13,15.85
1982,2,15,15.86
1982,2,17,16.06
1982,2,19,16.09
1982,2,21,16.09
1982,2,23,16.14
1982,2,25,16.31
1982,2,27,16.32
1982,3,1,16.23
1982,3,3,16.29
1982,3,5,16.32
1982,3,7,16.31
1982,3,9,16.12
1982,3,11,16.10
1982,3,13,16.00
1982,3,15,15.96
1982,3,17,15.90
1982,3,19,15.94
1982,3,21,15.91
1982,3,23,15.90
1982,3,25,15.93
1982,3,27,15.88
1982,3,29,15.93
1982,3,31,15.98
1982,4,2,15.95
1982,4,4,15.94
1982,4,6,15.86
1982,4,8,15.58
1982,4,10,15.58
1982,4,12,15.49
1982,4,14,15.63
1982,4,16,15.53
1982,4,18,15.45
1982,4,20,15.39
1982,4,22,15.28
1982,4,24,15.13
1982,4,26,15.11
1982,4,28,15.09
1982,4,30,15.00
1982,5,2,14.79
1982,5,4,14.68
1982,5,6,14.51
1982,5,8,14.32
1982,5,10,14.22
1982,5,12,14.14
1982,5,14,14.08
1982,5,16,14.00
1982,5,18,13.85
1982,5,20,13.65
1982,5,22,13.58
1982,5,24,13.58
1982,5,26,13.54
1982,5,28,13.38
1982,5,30,13.27
1982,6,1,13.09
1982,6,3,12.99
1982,6,5,12.87
1982,6,7,12.83
1982,6,9,12.75
1982,6,11,12.71
1982,6,13,12.68
1982,6,15,12.65
1982,6,17,12.48
1982,6,19,12.32
1982,6,21,12.14
1982,6,23,12.08
1982,6,25,11.92
1982,6,27,11.87
1982,6,29,11.76
1982,7,1,11.43
1982,7,3,11.44
1982,7,5,11.34
1982,7,7,11.16
1982,7,9,11.04
1982,7,11,10.82
1982,7,13,10.66
1982,7,15,10.44
1982,7,17,10.26
1982,7,19,10.18
1982,7,21,10.02
1982,7,23,9.78
1982,7,25,9.64
1982,7,27,9.42
1982,7,29,9.22
1982,7,31,9.02
1982,8,2,8.94
1982,8,4,8.75
1982,8,6,8.67
1982,8,8,8.45
1982,8,10,8.44
1982,8,12,8.37
1982,8,14,8.15
1982,8,16,8.01
1982,8,18,8.03
1982,8,20,7.92
1982,8,22,7.79
1982,8,24,7.76
1982,8,26,7.70
1982,8,28,7.58
1982,8,30,7.55
1982,9,1,7.40
1982,9,3,7.25
1982,9,5,7.23
1982,9,7,7.18
1982,9,9,7.18
1982,9,11,7.17
1982,9,13,7.16
1982,9,15,7.20
1982,9,17,7.20
1982,9,19,7.22
1982,9,21,7.33
1982,9,23,7.42
1982,9,25,7.42
1982,9,27,7.50
1982,9,29,7.67
1982,10,1,7.77
1982,10,3,8.02
1982,10,5,8.18
1982,10,7,8.33
1982,10,9,8.88
1982,10,11,9.18
1982,10,13,9.43
1982,10,15,9.61
1982,10,17,9.80
1982,10,19,9.84
1982,10,21,9.85
1982,10,23,10.07
1982,10,25,10.20
1982,10,27,10.42
1982,10,29,10.56
1982,10,31,10.62
1982,11,2,10.82
1982,11,4,10.89
1982,11,6,11.13
1982,11,8,11.03
1982,11,10,11.20
1982,11,12,11.35
1982,11,14,11.57
1982,11,16,11.79
1982,11,18,11.77
1982,11,20,11.70
1982,11,22,11.85
1982,11,24,11.93
1982,11,26,12.19
1982,11,28,12.48
1982,11,30,12.70
1982,12,2,12.82
1982,12,4,12.87
1982,12,6,12.96
1982,12,8,13.22
1982,12,10,13.35
1982,12,12,13.50
1982,12,14,13.61
1982,12,16,13.84
1982,12,18,13.89
1982,12,20,14.02
1982,12,22,13.96
1982,12,24,14.09
1982,12,26,14.18
1982,12,28,14.14
1982,12,30,14.16
1983,1,1,14.25
1983,1,3,14.31
1983,1,5,14.49
1983,1,7,14.47
1983,1,9,14.62
1983,1,11,14.65
1983,1,13,14.62
1983,1,15,14.92
1983,1,17,15.01
1983,1,19,15.05
1983,1,21,15.31
1983,1,23,15.40
1983,1,25,15.35
1983,1,27,15.40
1983,1,29,15.55
1983,1,31,15.68
1983,2,2,15.74
1983,2,4,15.72
1983,2,6,15.70
1983,2,8,15.82
1983,2,10,15.79
1983,2,12,16.00
1983,2,14,16.06
1983,2,16,15.97
1983,2,18,16.06
1983,2,20,16.17
1983,2,22,16.24
1983,2,24,16.28
1983,2,26,16.35
1983,2,28,16.20
1983,3,2,16.05
1983,3,4,15.96
1983,3,6,15.97
1983,3,8,16.10
1983,3,10,16.17
1983,3,12,16.35
1983,3,14,16.41
1983,3,16,16.21
1983,3,18,16.07
1983,3,20,16.21
1983,3,22,16.06
1983,3,24,15.98
1983,3,26,15.96
1983,3,28,15.93
1983,3,30,15.85
1983,4,1,15.89
1983,4,3,15.91
1983,4,5,15.73
1983,4,7,15.71
1983,4,9,15.53
1983,4,11,15.57
1983,4,13,15.32
1983,4,15,15.14
1983,4,17,15.06
1983,4,19,14.84
1983,4,21,14.82
1983,4,23,14.70
1983,4,25,14.55
1983,4,27,14.44
1983,4,29,14.37
1983,5,1,14.04
1983,5,3,13.93
1983,5,5,13.94
1983,5,7,13.79
1983,5,9,13.70
1983,5,11,13.64
1983,5,13,13.59
1983,5,15,13.50
1983,5,17,13.43
1983,5,19,13.32
1983,5,21,13.31
1983,5,23,13.27
1983,5,25,13.21
1983,5,27,13.13
1983,5,29,13.05
1983,5,31,13.01
1983,6,2,12.84
1983,6,4,12.76
1983,6,6,12.69
1983,6,8,12.59
1983,6,10,12.54
1983,6,12,12.41
1983,6,14,12.31
1983,6,16,12.28
1983,6,18,12.15
1983,6,20,12.16
1983,6,22,12.11
1983,6,24,11.96
1983,6,26,11.99
1983,6,28,11.90
1983,6,30,11.75
1983,7,2,11.52
1983,7,4,11.40
1983,7,6,11.26
1983,7,8,11.23
1983,7,10,11.11
1983,7,12,11.09
1983,7,14,10.91
1983,7,16,10.77
1983,7,18,10.49
1983,7,20,10.21
1983,7,22,10.08
1983,7,24,9.91
1983,7,26,9.65
1983,7,28,9.56
1983,7,30,9.36
1983,8,1,9.22
1983,8,3,9.05
1983,8,5,8.94
1983,8,7,8.73
1983,8,9,8.64
1983,8,11,8.46
1983,8,13,8.32
1983,8,15,8.07
1983,8,17,7.95
1983,8,19,7.90
1983,8,21,7.90
1983,8,23,7.78
1983,8,25,7.64
1983,8,27,7.53
1983,8,29,7.45
1983,8,31,7.40
1983,9,2,7.32
1983,9,4,7.31
1983,9,6,7.24
1983,9,8,7.20
1983,9,10,7.24
1983,9,12,7.30
1983,9,14,7.25
1983,9,16,7.26
1983,9,18,7.32
1983,9,20,7.50
1983,9,22,7.41
1983,9,24,7.42
1983,9,26,7.52
1983,9,28,7.73
1983,9,30,7.88
1983,10,2,8.14
1983,10,4,8.38
1983,10,6,8.64
1983,10,8,8.77
1983,10,10,8.94
1983,10,12,9.12
1983,10,14,9.21
1983,10,16,9.45
1983,10,18,9.59
1983,10,20,9.67
1983,10,22,9.88
1983,10,24,10.09
1983,10,26,9.56
1983,10,28,10.26
1983,10,30,10.31
1983,11,1,10.55
1983,11,3,10.74
1983,11,5,10.88
1983,11,7,10.84
1983,11,9,10.96
1983,11,11,11.17
1983,11,13,11.32
1983,11,15,11.47
1983,11,17,11.63
1983,11,19,11.80
1983,11,21,11.90
1983,11,23,11.93
1983,11,25,12.17
1983,11,27,12.21
1983,11,29,12.34
1983,12,1,12.77
1983,12,3,12.66
1983,12,5,12.88
1983,12,7,13.04
1983,12,9,13.04
1983,12,11,13.19
1983,12,13,13.34
1983,12,15,13.37
1983,12,17,13.32
1983,12,19,13.32
1983,12,21,13.33
1983,12,23,13.54
1983,12,25,13.54
1983,12,27,13.66
1983,12,29,13.86
1983,12,31,13.91
1984,1,2,14.10
1984,1,4,14.24
1984,1,6,14.26
1984,1,8,14.30
1984,1,10,14.39
1984,1,12,14.37
1984,1,14,14.39
1984,1,16,14.41
1984,1,18,14.30
1984,1,20,14.51
1984,1,22,14.63
1984,1,24,14.70
1984,1,26,14.79
1984,1,28,14.82
1984,1,30,14.89
1984,2,1,15.03
1984,2,3,15.11
1984,2,5,15.11
1984,2,7,15.08
1984,2,9,14.99
1984,2,11,15.18
1984,2,13,15.18
1984,2,15,15.34
1984,2,17,15.43
1984,2,19,15.47
1984,2,21,15.46
1984,2,23,15.47
1984,2,25,15.53
1984,2,27,15.56
1984,2,29,15.57
1984,3,2,15.43
1984,3,4,15.48
1984,3,6,15.55
1984,3,8,15.57
1984,3,10,15.59
1984,3,12,15.58
1984,3,14,15.68
1984,3,16,15.76
1984,3,18,15.81
1984,3,20,15.78
1984,3,22,15.61
1984,3,24,15.48
1984,3,26,15.49
1984,3,28,15.50
1984,3,30,15.45
1984,4,1,15.39
1984,4,3,15.34
1984,4,5,15.27
1984,4,7,15.16
1984,4,9,15.32
1984,4,11,15.29
1984,4,13,15.11
1984,4,15,15.09
1984,4,17,15.04
1984,4,19,14.97
1984,4,21,14.90
1984,4,23,14.70
1984,4,25,14.68
1984,4,27,14.61
1984,4,29,14.37
1984,5,1,14.19
1984,5,3,14.01
1984,5,5,13.98
1984,5,7,13.91
1984,5,9,13.82
1984,5,11,13.72
1984,5,13,13.76
1984,5,15,13.62
1984,5,17,13.45
1984,5,19,13.49
1984,5,21,13.37
1984,5,23,13.40
1984,5,25,13.29
1984,5,27,13.19
1984,5,29,13.04
1984,5,31,12.99
1984,6,2,12.83
1984,6,4,12.64
1984,6,6,12.53
1984,6,8,12.44
1984,6,10,12.35
1984,6,12,12.29
1984,6,14,12.25
1984,6,16,12.19
1984,6,18,12.08
1984,6,20,12.02
1984,6,22,11.97
1984,6,24,11.88
1984,6,26,11.78
1984,6,28,11.58
1984,6,30,11.44
1984,7,2,11.20
1984,7,4,10.99
1984,7,6,10.81
1984,7,8,10.70
1984,7,10,10.48
1984,7,12,10.18
1984,7,14,10.12
1984,7,16,9.93
1984,7,18,9.71
1984,7,20,9.63
1984,7,22,9.47
1984,7,24,9.37
1984,7,26,9.30
1984,7,28,8.88
1984,7,30,8.91
1984,8,1,8.74
1984,8,3,8.50
1984,8,5,8.30
1984,8,7,8.19
1984,8,9,8.03
1984,8,11,8.00
1984,8,13,7.92
1984,8,15,7.82
1984,8,17,7.70
1984,8,19,7.55
1984,8,21,7.46
1984,8,23,7.40
1984,8,25,7.35
1984,8,27,7.27
1984,8,29,7.06
1984,8,31,7.06
1984,9,2,6.83
1984,9,4,6.70
1984,9,6,6.53
1984,9,8,6.51
1984,9,10,6.50
1984,9,12,6.42
1984,9,14,6.46
1984,9,16,6.40
1984,9,18,6.51
1984,9,20,6.73
1984,9,22,6.97
1984,9,24,7.18
1984,9,26,7.34
1984,9,28,7.46
1984,9,30,7.55
1984,10,2,7.75
1984,10,4,7.95
1984,10,6,8.06
1984,10,8,8.23
1984,10,10,8.19
1984,10,12,8.26
1984,10,14,8.33
1984,10,16,8.35
1984,10,18,8.51
1984,10,20,8.64
1984,10,22,8.93
1984,10,24,9.12
1984,10,26,9.27
1984,10,28,9.40
1984,10,30,9.43
1984,11,1,9.56
1984,11,3,9.82
1984,11,5,9.97
1984,11,7,10.08
1984,11,9,10.22
1984,11,11,10.56
1984,11,13,10.58
1984,11,15,10.79
1984,11,17,11.07
1984,11,19,11.22
1984,11,21,11.52
1984,11,23,11.64
1984,11,25,11.81
1984,11,27,11.90
1984,11,29,11.87
1984,12,1,11.97
1984,12,3,12.26
1984,12,5,12.40
1984,12,7,12.71
1984,12,9,12.74
1984,12,11,12.84
1984,12,13,13.02
1984,12,15,13.12
1984,12,17,13.03
1984,12,19,13.24
1984,12,21,13.20
1984,12,23,13.31
1984,12,25,13.32
1984,12,27,13.39
1984,12,29,13.49
1984,12,31,13.79
1985,1,2,14.04
1985,1,4,14.24
1985,1,6,14.41
1985,1,8,14.43
1985,1,10,14.46
1985,1,12,14.58
1985,1,14,14.57
1985,1,16,14.71
1985,1,18,14.88
1985,1,20,14.91
1985,1,22,14.95
1985,1,24,15.04
1985,1,26,15.19
1985,1,28,15.31
1985,1,30,15.17
1985,2,1,15.25
1985,2,3,15.30
1985,2,5,15.45
1985,2,7,15.44
1985,2,9,15.55
1985,2,11,15.45
1985,2,13,15.45
1985,2,15,15.55
1985,2,17,15.47
1985,2,19,15.37
1985,2,21,15.50
1985,2,23,15.45
1985,2,25,15.57
1985,2,27,15.73
1985,3,1,15.79
1985,3,3,15.70
1985,3,5,15.71
1985,3,7,15.68
1985,3,9,15.57
1985,3,11,15.61
1985,3,13,15.91
1985,3,15,16.09
1985,3,17,16.16
1985,3,19,16.06
1985,3,21,16.04
1985,3,23,16.06
1985,3,25,16.03
1985,3,27,16.02
1985,3,29,15.96
1985,3,31,15.77
1985,4,2,15.58
1985,4,4,15.58
1985,4,6,15.54
1985,4,8,15.46
1985,4,10,15.45
1985,4,12,15.52
1985,4,14,15.43
1985,4,16,15.51
1985,4,18,15.45
1985,4,20,15.25
1985,4,22,15.23
1985,4,24,15.22
1985,4,26,15.11
1985,4,28,15.06
1985,4,30,14.96
1985,5,2,14.71
1985,5,4,14.65
1985,5,6,14.56
1985,5,8,14.39
1985,5,10,14.32
1985,5,12,14.28
1985,5,14,14.17
1985,5,16,14.08
1985,5,18,13.91
1985,5,20,13.90
1985,5,22,13.87
1985,5,24,13.71
1985,5,26,13.62
1985,5,28,13.58
1985,5,30,13.34
1985,6,1,13.06
1985,6,3,12.94
1985,6,5,12.78
1985,6,7,12.73
1985,6,9,12.67
1985,6,11,12.47
1985,6,13,12.30
1985,6,15,12.22
1985,6,17,12.11
1985,6,19,11.88
1985,6,21,11.81
1985,6,23,11.80
1985,6,25,11.61
1985,6,27,11.50
1985,6,29,11.39
1985,7,1,11.13
1985,7,3,10.93
1985,7,5,10.79
1985,7,7,10.65
1985,7,9,10.38
1985,7,11,10.40
1985,7,13,10.11
1985,7,15,9.84
1985,7,17,9.70
1985,7,19,9.44
1985,7,21,9.21
1985,7,23,9.11
1985,7,25,8.85
1985,7,27,8.66
1985,7,29,8.40
1985,7,31,8.30
1985,8,2,8.15
1985,8,4,8.07
1985,8,6,8.00
1985,8,8,7.75
1985,8,10,7.64
1985,8,12,7.53
1985,8,14,7.44
1985,8,16,7.33
1985,8,18,7.21
1985,8,20,7.19
1985,8,22,7.14
1985,8,24,7.01
1985,8,26,6.91
1985,8,28,6.86
1985,8,30,6.79
1985,9,1,6.72
1985,9,3,6.61
1985,9,5,6.50
1985,9,7,6.50
1985,9,9,6.49
1985,9,11,6.50
1985,9,13,6.56
1985,9,15,6.57
1985,9,17,6.66
1985,9,19,6.72
1985,9,21,6.75
1985,9,23,6.80
1985,9,25,6.99
1985,9,27,6.99
1985,9,29,7.11
1985,10,1,7.37
1985,10,3,7.58
1985,10,5,7.64
1985,10,7,7.99
1985,10,9,8.01
